shipment_order_no,origin_sub_district_id,destination_sub_district_id,origin_subdistrict_name,origin_postal_code,destination_subdistrict_name,destination_postal_code,min_duration,max_duration,rate_code,min_sla_api,max_sla_api
TRD2023021307853,2046,3701,Bunigeulis,45556,Yapema,99511,6,9,REG23,,
TRD2023021309559,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023021404736,49964,14449,Grogol,11450,Penerokan,36611,3,6,REG23,,
TRD2023021404795,49964,20156,Grogol,11450,Meras,95231,5,7,REG23,,
TRD2023021404800,49964,20156,Grogol,11450,Meras,95231,5,7,REG23,,
TRD2023021404856,3047,14041,Padangsambian Klod/Kelod,80117,Kajowair,86181,2,3,REG23,,
TRD2023021405048,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023021405091,45067,91780,Sumur Batu,17148,Tuguwaji,97813,3,5,REG23,,
TRD2023021405106,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023021405520,2046,9106,Bunigeulis,45556,Tefarewar,99373,4,6,REG23,,
TRD2023021405982,2046,37434,Bunigeulis,45556,Payahe,97852,10,1,REG23,,
TRD2023021406002,2046,3816,Bunigeulis,45556,Marbun,22457,5,7,REG23,,
TRD2023021503632,88124,2385,A M P L A S,20148,Situnjak,21274,1,3,REG23,,
TRD2023021503651,88124,1676,A M P L A S,20148,Rianiate,22392,1,2,REG23,,
TRD2023021503976,3047,2004,Padangsambian Klod/Kelod,80117,Netutnana,85573,5,6,REG23,,
TRD2023021504011,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023021504225,2046,3701,Bunigeulis,45556,Yapema,99511,6,9,REG23,,
TRD2023021504228,2046,28018,Bunigeulis,45556,Kesenden,45121,2,3,REG23,,
TRD2023021504366,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023021504991,45067,20156,Sumur Batu,17148,Meras,95231,5,7,REG23,,
TRD2023021505690,2046,9106,Bunigeulis,45556,Tefarewar,99373,4,6,REG23,,
TRD2023021505710,2046,37434,Bunigeulis,45556,Payahe,97852,10,1,REG23,,
TRD2023021505731,2046,3701,Bunigeulis,45556,Yapema,99511,6,9,REG23,,
TRD2023021603245,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023021603373,88124,1179,A M P L A S,20148,Harewakhe,22851,4,5,REG23,,
TRD2023021604510,45067,11692,Sumur Batu,17148,Bojongsari,46418,3,6,REG23,,
TRD2023021606289,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023021606322,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023021703401,45067,20156,Sumur Batu,17148,Meras,95231,5,7,REG23,,
TRD2023021703682,3047,30139,Padangsambian Klod/Kelod,80117,Done,86152,2,3,REG23,,
TRD2023021705268,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023021706069,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023021802578,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023021802580,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023021802587,45067,20156,Sumur Batu,17148,Meras,95231,5,7,REG23,,
TRD2023021802650,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023022009456,3047,16385,Padangsambian Klod/Kelod,80117,Nggesa,86371,5,6,REG23,,
TRD2023022009605,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023022009687,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023022009696,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023022010009,57660,2909,Tomang,11440,Cemaga Tengah,29783,10,1,REG23,,
TRD2023022010036,57660,12588,Tomang,11440,Moti Kota,97751,5,7,REG23,,
TRD2023022010147,57660,1179,Tomang,11440,Harewakhe,22851,3,6,REG23,,
TRD2023022011318,45067,20156,Sumur Batu,17148,Meras,95231,5,7,REG23,,
TRD2023022105335,45067,71565,Sumur Batu,17148,Babura Sunggal,20121,1,2,REG23,,
TRD2023022105615,49964,3816,Grogol,11450,Marbun,22457,3,6,REG23,,
TRD2023022204384,45067,838,Sumur Batu,17148,Pasir Intan,28557,3,6,REG23,,
TRD2023022205283,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023022305279,3047,27266,Padangsambian Klod/Kelod,80117,Fatukanutu (Fatuknutu),85362,10,1,REG23,,
TRD2023022306577,49964,12588,Grogol,11450,Moti Kota,97751,5,7,REG23,,
TRD2023022306677,49964,20156,Grogol,11450,Meras,95231,5,7,REG23,,
TRD2023022504072,88124,3816,A M P L A S,20148,Marbun,22457,1,3,REG23,,
TRD2023030105455,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023030105458,45067,24236,Sumur Batu,17148,Gewerpe,98611,4,6,REG23,,
TRD2023030105473,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023030105480,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023030105758,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023030105763,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023030105780,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023030105981,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023030106091,45067,60792,Sumur Batu,17148,Balusu,91853,5,7,REG23,,
TRD2023030106093,45067,20156,Sumur Batu,17148,Meras,95231,5,7,REG23,,
TRD2023030106331,49964,81786,Grogol,11450,Tanjunggagak,37481,3,6,REG23,,
TRD2023030106363,49964,3483,Grogol,11450,Ringkit,72272,5,7,REG23,,
TRD2023030106456,49964,20156,Grogol,11450,Meras,95231,5,7,REG23,,
TRD2023030106462,49964,3816,Grogol,11450,Marbun,22457,3,6,REG23,,
TRD2023030106561,45067,26017,Sumur Batu,17148,Remu Utara,98416,2,4,REG23,,
TRD2023030106806,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023030106817,45067,14817,Sumur Batu,17148,Aiboa,98261,6,9,REG23,,
TRD2023030106818,45067,24236,Sumur Batu,17148,Gewerpe,98611,4,6,REG23,,
TRD2023030106828,45067,24236,Sumur Batu,17148,Gewerpe,98611,4,6,REG23,,
TRD2023030107426,2046,15454,Bunigeulis,45556,Jaya Sakti,34161,5,7,REG23,,
TRD2023030107435,2046,24056,Bunigeulis,45556,Beong,95861,3,5,REG23,,
TRD2023030205206,3047,8336,Padangsambian Klod/Kelod,80117,Lewomada,86183,5,6,REG23,,
TRD2023030205568,79938,838,Padang Terubuk,28155,Pasir Intan,28557,3,6,REG23,,
TRD2023030208185,2046,7681,Bunigeulis,45556,Waeperang,97571,10,1,REG23,,
TRD2023030208516,49964,12588,Grogol,11450,Moti Kota,97751,5,7,REG23,,
TRD2023030208519,49964,1270,Grogol,11450,Drien Dua,24352,3,6,REG23,,
TRD2023030208619,49964,20156,Grogol,11450,Meras,95231,5,7,REG23,,
TRD2023030209372,45067,24236,Sumur Batu,17148,Gewerpe,98611,4,6,REG23,,
TRD2023030209600,45067,20156,Sumur Batu,17148,Meras,95231,5,7,REG23,,
TRD2023030305365,88124,15299,A M P L A S,20148,Lobuhole,22417,1,3,REG23,,
TRD2023030305367,88124,2981,A M P L A S,20148,Ateuk Deah Tanoh,23244,2,3,REG23,,
TRD2023030307150,45067,24236,Sumur Batu,17148,Gewerpe,98611,4,6,REG23,,
TRD2023030307171,45067,14817,Sumur Batu,17148,Aiboa,98261,6,9,REG23,,
TRD2023030307189,45067,6847,Sumur Batu,17148,Saketa,97782,10,1,REG23,,
TRD2023030307761,45067,14817,Sumur Batu,17148,Aiboa,98261,6,9,REG23,,
TRD2023030405829,45067,14817,Sumur Batu,17148,Aiboa,98261,6,9,REG23,,
TRD2023030406028,45067,1179,Sumur Batu,17148,Harewakhe,22851,3,6,REG23,,
TRD2023030406040,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023030607641,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023030607646,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023030607667,45067,24236,Sumur Batu,17148,Gewerpe,98611,4,6,REG23,,
TRD2023030607669,45067,24236,Sumur Batu,17148,Gewerpe,98611,4,6,REG23,,
TRD2023030607690,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023030607694,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023030608024,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023030609014,45067,24236,Sumur Batu,17148,Gewerpe,98611,4,6,REG23,,
TRD2023030609083,45067,24236,Sumur Batu,17148,Gewerpe,98611,4,6,REG23,,
TRD2023030609086,45067,24236,Sumur Batu,17148,Gewerpe,98611,4,6,REG23,,
TRD2023030609844,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023030610944,2046,9106,Bunigeulis,45556,Tefarewar,99373,4,6,REG23,,
TRD2023030611698,45067,13375,Sumur Batu,17148,Feruni,92361,10,1,REG23,,
TRD2023030612067,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023030612130,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023030612151,45067,14817,Sumur Batu,17148,Aiboa,98261,6,9,REG23,,
TRD2023030706351,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023030706368,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023030706402,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023030805623,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023030805695,88124,1629,A M P L A S,20148,Pagaran Dolok Pinarik,22742,3,6,REG23,,
TRD2023030805748,79938,838,Padang Terubuk,28155,Pasir Intan,28557,3,6,REG23,,
TRD2023030805837,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023030805910,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023030806219,45067,24236,Sumur Batu,17148,Gewerpe,98611,4,6,REG23,,
TRD2023030806223,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023030806236,45067,24236,Sumur Batu,17148,Gewerpe,98611,4,6,REG23,,
TRD2023030807692,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023030907909,45067,24236,Sumur Batu,17148,Gewerpe,98611,4,6,REG23,,
TRD2023030908316,49964,12588,Grogol,11450,Moti Kota,97751,5,7,REG23,,
TRD2023030908564,45067,24236,Sumur Batu,17148,Gewerpe,98611,4,6,REG23,,
TRD2023031006075,45067,24236,Sumur Batu,17148,Gewerpe,98611,4,6,REG23,,
TRD2023031006996,45067,24236,Sumur Batu,17148,Gewerpe,98611,4,6,REG23,,
TRD2023031008825,45067,24236,Sumur Batu,17148,Gewerpe,98611,4,6,REG23,,
TRD2023031008843,45067,24236,Sumur Batu,17148,Gewerpe,98611,4,6,REG23,,
TRD2023031105315,88124,1052,A M P L A S,20148,Sawit Hulu,20811,1,3,REG23,,
TRD2023031105572,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023031105575,45067,14817,Sumur Batu,17148,Aiboa,98261,6,9,REG23,,
TRD2023031105889,49964,12588,Grogol,11450,Moti Kota,97751,5,7,REG23,,
TRD2023031106059,45067,24236,Sumur Batu,17148,Gewerpe,98611,4,6,REG23,,
TRD2023031308455,45067,14817,Sumur Batu,17148,Aiboa,98261,6,9,REG23,,
TRD2023031309249,2046,32703,Bunigeulis,45556,Sendana,91959,3,5,REG23,,
TRD2023031309550,88124,3816,A M P L A S,20148,Marbun,22457,1,3,REG23,,
TRD2023031310105,45067,7832,Sumur Batu,17148,Karya Bakti,93672,5,7,REG23,,
TRD2023031310781,49964,91780,Grogol,11450,Tuguwaji,97813,3,5,REG23,,
TRD2023031311759,45067,14817,Sumur Batu,17148,Aiboa,98261,6,9,REG23,,
TRD2023031407198,45067,2426,Sumur Batu,17148,Jamu,84373,10,1,REG23,,
TRD2023031407225,45067,24236,Sumur Batu,17148,Gewerpe,98611,4,6,REG23,,
TRD2023031512012,88124,1052,A M P L A S,20148,Sawit Hulu,20811,1,3,REG23,,
TRD2023031512791,45067,14817,Sumur Batu,17148,Aiboa,98261,6,9,REG23,,
TRD2023031514091,45067,14817,Sumur Batu,17148,Aiboa,98261,6,9,REG23,,
TRD2023031514105,45067,24236,Sumur Batu,17148,Gewerpe,98611,4,6,REG23,,
TRD2023031514107,45067,12588,Sumur Batu,17148,Moti Kota,97751,5,7,REG23,,
TRD2023031514147,45067,9106,Sumur Batu,17148,Tefarewar,99373,4,6,REG23,,
TRD2023031605920,2046,1620,Bunigeulis,45556,Dosay (Dosai),99358,6,9,REG23,,
TRD2023031606000,88124,1819,A M P L A S,20148,Situmekar,45363,5,7,REG23,,
TRD2023031606098,79938,838,Padang Terubuk,28155,Pasir Intan,28557,3,6,REG23,,
TRD2023031606112,79938,2909,Padang Terubuk,28155,Cemaga Tengah,29783,10,1,REG23,,
TRD2023031606575,45067,9106,Sumur Batu,17148,Tefarewar,99373,4,6,REG23,,
TRD2023031607058,2046,3701,Bunigeulis,45556,Yapema,99511,6,9,REG23,,
TRD2023032104537,45067,16728,Sumur Batu,17148,Pematang Silampuyang,21136,3,6,REG23,,
TRD2023032104616,2046,20156,Bunigeulis,45556,Meras,95231,5,7,REG23,,
TRD2023032105883,2046,20156,Bunigeulis,45556,Meras,95231,5,7,REG23,,
TRD2023032208844,45067,60792,Sumur Batu,17148,Balusu,91853,5,7,REG23,,
TRD2023032506034,3047,2426,Padangsambian Klod/Kelod,80117,Jamu,84373,10,1,REG23,,
TRD2023032506091,3047,27266,Padangsambian Klod/Kelod,80117,Fatukanutu (Fatuknutu),85362,10,1,REG23,,
TRD2023032807023,2046,10184,Bunigeulis,45556,Kuala Pidie,24112,3,5,REG23,,
TRD2023040310474,57660,81786,Tomang,11440,Tanjunggagak,37481,3,6,REG23,,
TRD2022071905003,45771,82792,Setianegara,45556,Atabar,99351,2,4,REG23,,
TRD2022071905073,45771,55015,Setianegara,45556,Tilihua,96214,3,5,REG23,,
TRD2022101002913,21445,3165,Ciparigi,16157,Budong-Budong,91563,5,7,REG23,,
TRD2022101701748,21445,3165,Ciparigi,16157,Budong-Budong,91563,5,7,REG23,,
TRD2022102001906,21445,746,Ciparigi,16157,Pulubala,96127,2,3,REG23,,
TRD2022102201293,21445,86151,Ciparigi,16157,Cot Teungoh,24112,2,3,REG23,,
TRD2022102701298,21445,37389,Ciparigi,16157,Batu Layang,78244,1,2,REG23,,
TRD2023021103378,76789,15454,Alang-Alang Lebar,30154,Jaya Sakti,34161,3,6,REG23,,
TRD2023021103887,76789,15454,Alang-Alang Lebar,30154,Jaya Sakti,34161,3,6,REG23,,
TRD2023021304987,76789,25461,Alang-Alang Lebar,30154,Labuhan Ratu Raya,35142,1,2,REG23,,
TRD2023021305164,76789,14449,Alang-Alang Lebar,30154,Penerokan,36611,3,6,REG23,,
TRD2023022103955,76789,14449,Alang-Alang Lebar,30154,Penerokan,36611,3,6,REG23,,
TRD2023030204901,76789,13872,Alang-Alang Lebar,30154,Gindosuli,38511,3,6,REG23,,
TRD2023030405088,76789,13872,Alang-Alang Lebar,30154,Gindosuli,38511,3,6,REG23,,
TRD2023030907550,76789,7879,Alang-Alang Lebar,30154,Talang Bojong,34511,2,3,REG23,,
TRD2023030908009,76789,81786,Alang-Alang Lebar,30154,Tanjunggagak,37481,4,7,REG23,,
TRD2023031513168,76789,81786,Alang-Alang Lebar,30154,Tanjunggagak,37481,4,7,REG23,,
TRD2023031513175,76789,14449,Alang-Alang Lebar,30154,Penerokan,36611,3,6,REG23,,
