No,shipment_order_no,awb_number,weight,origin_subdistrict,origin_postal_code,destination_subdistrict,destination_postal_code,rate_code,min_sla,max_sla,min_sla_api,max_sla_api
44951,TRD2023012604677,2534902300055322,1,Bunigeulis,45556,Kuler (Tunas Baru),99616,REG23,6,,,
44952,TRD2023012604682,2534902300055405,1,Bunigeulis,45556,Mbuwa,99910,REG23,6,,,
44953,TRD2023012604689,2534902300055447,1,Bunigeulis,45556,Amban,98314,REG23,4,,,
44954,TRD2023012604690,2534902300055439,1,Bunigeulis,45556,Mbuwa,99910,REG23,6,,,
44955,TRD2023012604691,2534902300055496,1,Bunigeulis,45556,Kwadeware (Kanda),99358,REG23,4,,,
44956,TRD2023012604692,2534902300055488,1,Bunigeulis,45556,Mbuwa,99910,REG23,6,,,
44957,TRD2023012604693,2534902300055538,1,Bunigeulis,45556,Samau,98118,REG23,4,,,
44958,TRD2023012604694,2534902300055462,1,Bunigeulis,45556,Ardipura,99223,REG23,2,,,
44959,TRD2023012604695,2534902300055504,1,Bunigeulis,45556,Sereh,99352,REG23,4,,,
44960,TRD2023012604696,2534902300055470,1,Bunigeulis,45556,Wadio,98856,REG23,6,,,
44961,TRD2023012604701,0733272300121646,1,Pekayon Jaya,17148,Gamsungi,97762,REG23,3,,,
44962,TRD2023012604706,0733272300121679,1,Pekayon Jaya,17148,Sangaji Utara,97751,REG23,2,,,
44963,TRD2023012604709,0733272300121687,1,Pekayon Jaya,17148,Gamalama,97721,REG23,2,,,
44964,TRD2023012604712,0733272300121695,1,Pekayon Jaya,17148,Ahusen,97127,REG23,2,,,
44965,TRD2023012604713,0733272300121661,1,Pekayon Jaya,17148,Gamalama,97721,REG23,2,,,
44966,TRD2023012604714,0733272300121653,1,Pekayon Jaya,17148,Sawai Itepo,97853,REG23,5,,,
44967,TRD2023012604725,0733272300121737,1,Pekayon Jaya,17148,Watu-Watu,93774,REG23,5,,,
44968,TRD2023012604757,0532932300027308,1,Kerobokan Kelod,80117,Kabar,83671,REG23,2,,,
44969,TRD2023012605330,0136932300059301,1,Grogol,11450,Balam Sempurna Kota,28992,REG23,3,,,
44970,TRD2023012605331,0136932300059327,1,Grogol,11450,Balam Sempurna Kota,28992,REG23,3,,,
44971,TRD2023012605346,0136932300059475,1,Grogol,11450,Olimohulo,96214,REG23,5,,,
44972,TRD2023012605347,0136932300059640,1,Grogol,11450,Bah Lias,21184,REG23,3,,,
44973,TRD2023012605354,0136932300059517,1,Grogol,11450,Tampumia Radda,91994,REG23,3,,,
44974,TRD2023012605358,0136932300059715,1,Grogol,11450,Abianbase,80515,REG23,2,,,
44975,TRD2023012605361,0136932300060473,1,Grogol,11450,Semayang,78553,REG23,5,,,
44976,TRD2023012605362,0136932300059582,1,Grogol,11450,Deralon,77457,REG23,5,,,
44977,TRD2023012605364,0136932300060523,1,Grogol,11450,Lalang Baru,78617,REG23,3,,,
44978,TRD2023012605385,0136932300060085,1,Grogol,11450,Buladu,96136,REG23,2,,,
44979,TRD2023012605388,0136932300059541,1,Grogol,11450,Bukit Tunggal,73112,REG23,1,,,
44980,TRD2023012605391,0136932300060077,1,Grogol,11450,Bira,90243,REG23,2,,,
44981,TRD2023012605392,0136932300060507,1,Grogol,11450,Tanjung Rangas,74214,REG23,5,,,
44982,TRD2023012605393,0136932300060739,1,Grogol,11450,Pasir Mayang,78876,REG23,5,,,
44983,TRD2023012605397,0136932300060283,1,Grogol,11450,Suka Harapan,78862,REG23,5,,,
44984,TRD2023012605401,0136932300060036,1,Grogol,11450,Tegal Harum,80361,REG23,1,,,
44985,TRD2023012605405,0136932300060804,1,Grogol,11450,Hulawa,96181,REG23,3,,,
44986,TRD2023012605413,0136932300060515,1,Grogol,11450,Bumi Amas,79211,REG23,3,,,
44987,TRD2023012605418,0136932300060325,1,Grogol,11450,Donotirto,55772,REG23,2,,,
44988,TRD2023012605429,0136932300059814,1,Grogol,11450,Bukit Pinang,75124,REG23,2,,,
44989,TRD2023012605430,0136932300059897,1,Grogol,11450,Bugis,77312,REG23,3,,,
44990,TRD2023012605434,0136932300059707,1,Grogol,11450,Kampung Baru,75558,REG23,1,10,,
44991,TRD2023012605437,0136932300059855,1,Grogol,11450,Buang Baru (Buong Baru),77152,REG23,5,,,
44992,TRD2023012605439,0136932300059632,1,Grogol,11450,Melasu Baru,77482,REG23,5,,,
44993,TRD2023012605443,0136932300060010,1,Grogol,11450,Buliang,29438,REG23,1,,,
44994,TRD2023012605453,0136932300060374,1,Grogol,11450,Pulo Sanggar,24651,REG23,3,,,
44995,TRD2023012605456,0136932300060333,1,Grogol,11450,Beranun Teleden,24582,REG23,3,,,
44996,TRD2023012605472,0136932300060671,1,Grogol,11450,Sumpang Binangae,90712,REG23,3,,,
44997,TRD2023012605478,0136932300060747,1,Grogol,11450,Salubarani,91871,REG23,5,,,
44998,TRD2023012605487,0136932300060234,1,Grogol,11450,Bukit Indah,91131,REG23,3,,,
44999,TRD2023012605489,0136932300060911,1,Grogol,11450,Lado,94475,REG23,5,,,
45000,TRD2023012605491,0136932300060861,1,Grogol,11450,Bahomakmur,94974,REG23,5,,,
45001,TRD2023012605492,0136932300060796,1,Grogol,11450,Kawatuna,94233,REG23,2,,,
45002,TRD2023012605498,0136932300061406,1,Grogol,11450,Lembontonara,94965,REG23,5,,,
45003,TRD2023012605501,0136932300060986,1,Grogol,11450,Batu Urip,31627,REG23,2,,,
45004,TRD2023012605505,0136932300060978,1,Grogol,11450,Bukit Membual,94717,REG23,3,,,
45005,TRD2023012605506,0136932300060655,1,Grogol,11450,Birobuli Utara,94231,REG23,2,,,
45006,TRD2023012605508,0136932300061182,1,Grogol,11450,Tapakih/Tapakis,25572,REG23,3,,,
45007,TRD2023012605511,0136932300060887,1,Grogol,11450,Banuaran,25222,REG23,1,,,
45008,TRD2023012605512,0136932300061141,1,Grogol,11450,1 Ulu,30257,REG23,1,,,
45009,TRD2023012605513,0136932300061059,1,Grogol,11450,Bailangu Timur,30711,REG23,2,,,
45010,TRD2023012605514,0136932300060648,1,Grogol,11450,Air Lintang,31311,REG23,2,,,
45011,TRD2023012605519,0136932300061166,1,Grogol,11450,Ujung Batu,22564,REG23,3,,,
45012,TRD2023012605520,0136932300060820,1,Grogol,11450,Sei/Sungai Apung,21474,REG23,3,,,
45013,TRD2023012605524,0136932300061232,1,Grogol,11450,Sei Baru,21473,REG23,1,10,,
45014,TRD2023012605525,0136932300061083,1,Grogol,11450,Kota Matsum II,20215,REG23,1,,,
45015,TRD2023012605527,0136932300061216,1,Grogol,11450,Lintongnihuta,22392,REG23,3,,,
45016,TRD2023012605529,0136932300061299,1,Grogol,11450,Binabo Julu,22763,REG23,3,,,
45017,TRD2023012605532,0136932300061372,1,Grogol,11450,Babura Sunggal,20121,REG23,1,,,
45018,TRD2023012605533,0136932300061240,1,Grogol,11450,Hilikana,22881,REG23,1,10,,
45019,TRD2023012605535,0136932300061356,1,Grogol,11450,Bandar Siantar,21174,REG23,3,,,
45020,TRD2023012605536,0136932300061265,1,Grogol,11450,Sei Tarolat,21471,REG23,3,,,
45021,TRD2023012702957,0733272300121935,1,Pekayon Jaya,17148,Soromasen (Soromasem),98252,REG23,6,,,
45022,TRD2023012702977,0733272300122073,1,Pekayon Jaya,17148,Sei/Sungai Pinang Dalam,75117,REG23,2,,,
45023,TRD2023012702985,0733272300122214,1,Pekayon Jaya,17148,Gamsungi,97762,REG23,3,,,
45024,TRD2023012702986,0733272300122164,1,Pekayon Jaya,17148,Buntongi,94683,REG23,3,,,
45025,TRD2023012702994,0733272300122149,1,Pekayon Jaya,17148,Pediwang (Pidiwang),97764,REG23,5,,,
45026,TRD2023012703013,0733272300122354,1,Pekayon Jaya,17148,Sawai Itepo,97853,REG23,5,,,
45027,TRD2023012703016,0733272300122297,1,Pekayon Jaya,17148,Sawai Itepo,97853,REG23,5,,,
45028,TRD2023012703308,2534902300055629,1,Bunigeulis,45556,Balimbing,22753,REG23,5,,,
45029,TRD2023012703343,0434532300030556,1,A M P L A S,20148,Dusun Pengkolan,21183,REG23,1,,,
45030,TRD2023012703344,0434532300030531,1,A M P L A S,20148,Tanjung Leidong,21475,REG23,1,,,
45031,TRD2023012703345,0434532300030549,1,A M P L A S,20148,Bandar Utama,20613,REG23,1,,,
45032,TRD2023012703346,0434532300030663,1,A M P L A S,20148,Tanjung Muda,21256,REG23,1,,,
45033,TRD2023012703350,0434532300031141,1,A M P L A S,20148,Gundaling II,22152,REG23,1,,,
45034,TRD2023012703357,0434532300030937,1,A M P L A S,20148,Sei Tarolat,21471,REG23,1,,,
45035,TRD2023012703366,0434532300031083,1,A M P L A S,20148,Sangkar Nihuta,22312,REG23,1,,,
45036,TRD2023012703368,0434532300030754,1,A M P L A S,20148,Balimbing,22753,REG23,1,,,
45037,TRD2023012703375,0434532300030887,1,A M P L A S,20148,Lobusunut,22453,REG23,1,,,
45038,TRD2023012703376,0434532300031067,1,A M P L A S,20148,Ndeskati,22153,REG23,1,,,
45039,TRD2023012703379,0434532300031059,1,A M P L A S,20148,Perk. Damuli,21457,REG23,1,,,
45040,TRD2023012703383,0434532300030861,1,A M P L A S,20148,Pulo Padang,21419,REG23,1,,,
45041,TRD2023012703387,0434532300031265,1,A M P L A S,20148,Dusun Pengkolan,21183,REG23,1,,,
45042,TRD2023012703402,0434532300030929,1,A M P L A S,20148,Suka Makmur,24782,REG23,3,,,
45043,TRD2023012703409,0434532300030879,1,A M P L A S,20148,Manunggal,20373,REG23,1,,,
45044,TRD2023012703410,0434532300031034,1,A M P L A S,20148,Bawolowalani,22865,REG23,5,,,
45045,TRD2023012703411,0434532300031323,1,A M P L A S,20148,Pulo Sanggar,24651,REG23,5,,,
45046,TRD2023012703412,0434532300030903,1,A M P L A S,20148,Pante Paku,24261,REG23,5,,,
45047,TRD2023012703414,0434532300031281,1,A M P L A S,20148,Palipi,22262,REG23,1,,,
45048,TRD2023012703421,0434532300031257,1,A M P L A S,20148,Jambo/Jambu Rambong,24478,REG23,5,,,
45049,TRD2023012703432,0930842300022076,1,Sukodadi,30154,Jangga Aur,36656,REG23,3,,,
45050,TRD2023012703438,0930842300022050,1,Sukodadi,30154,Nyelanding,38765,REG23,3,,,
45051,TRD2023012703448,0930842300022027,1,Sukodadi,30154,Terlangu,30953,REG23,3,,,
45052,TRD2023012703470,0930842300022381,1,Sukodadi,30154,Padang Mulia,33681,REG23,2,,,
45053,TRD2023012703472,0930842300022175,1,Sukodadi,30154,Sukajawa,35151,REG23,1,,,
45054,TRD2023012703543,0434532300031380,1,A M P L A S,20148,Dolok Marlawan,21151,REG23,1,,,
45055,TRD2023012703547,0434532300031349,1,A M P L A S,20148,Tumori Balohili,22811,REG23,4,,,
45056,TRD2023012703577,0733272300122776,1,Pekayon Jaya,17148,Pesouha,93562,REG23,5,,,
45057,TRD2023012703585,0733272300122743,1,Pekayon Jaya,17148,Laboi Jaya,28463,REG23,3,,,
45058,TRD2023012703587,0733272300122701,1,Pekayon Jaya,17148,Tanjung Pinang,31471,REG23,3,,,
45059,TRD2023012703600,0733272300122842,1,Pekayon Jaya,17148,Gamsungi,97762,REG23,3,,,
45060,TRD2023012703601,0733272300122933,1,Pekayon Jaya,17148,Anduonohu,93231,REG23,2,,,
45061,TRD2023012703605,0733272300123048,1,Pekayon Jaya,17148,Tanah Raja,97713,REG23,2,,,
45062,TRD2023012703606,0733272300122867,1,Pekayon Jaya,17148,Tewang Rangkang,74452,REG23,1,10,,
45063,TRD2023012703609,0733272300122941,1,Pekayon Jaya,17148,Waetuo (Waetuwo),92957,REG23,5,,,
45064,TRD2023012703610,0733272300122818,1,Pekayon Jaya,17148,Balam Sempurna Kota,28992,REG23,3,,,
45065,TRD2023012703612,0733272300122909,1,Pekayon Jaya,17148,Girian Atas,95544,REG23,3,,,
45066,TRD2023012703628,4727892300022492,1,Rintis,28155,Bencah/Boncah Kesuma,28554,REG23,3,,,
45067,TRD2023012703631,4727892300022583,1,Rintis,28155,Punggasan,25668,REG23,5,,,
45068,TRD2023012703636,4727892300022609,1,Rintis,28155,Sebesi (Sei Sebesi),29662,REG23,6,,,
45069,TRD2023012703646,4727892300022708,1,Rintis,28155,Penyasawan,28461,REG23,3,,,
45070,TRD2023012703647,4727892300022716,1,Rintis,28155,Pangkalan Kerinci Barat,28654,REG23,3,,,
45071,TRD2023012703648,4727892300022690,1,Rintis,28155,Sungai Berbari,28763,REG23,3,,,
45072,TRD2023012703652,4727892300022807,1,Rintis,28155,Sagulung Kota,29439,REG23,2,,,
45073,TRD2023012703658,4727892300022930,1,Rintis,28155,Nan IV Bawauah,27681,REG23,5,,,
45074,TRD2023012703659,4727892300022757,1,Rintis,28155,Patam Lestari,29427,REG23,2,,,
45075,TRD2023012703661,4727892300022732,1,Rintis,28155,Dadok Tunggul Hitam,25176,REG23,1,,,
45076,TRD2023012703671,4727892300022880,1,Rintis,28155,Pematang Pudu,28784,REG23,3,,,
45077,TRD2023012703673,0930842300022472,1,Sukodadi,30154,Wonomarto,34511,REG23,3,,,
45078,TRD2023012703677,0930842300022555,1,Sukodadi,30154,Sungai Aro,37572,REG23,2,,,
45079,TRD2023012703681,0930842300022605,1,Sukodadi,30154,Serdang Kuring,34763,REG23,3,,,
45080,TRD2023012703689,0930842300022464,1,Sukodadi,30154,Bunga Tanjung,37354,REG23,3,,,
45081,TRD2023012703692,2534902300055876,1,Bunigeulis,45556,Angkasapura,99113,REG23,2,,,
45082,TRD2023012703693,2534902300055678,1,Bunigeulis,45556,Honelama,99511,REG23,4,,,
45083,TRD2023012703699,2534902300055843,1,Bunigeulis,45556,Angkasapura,99113,REG23,2,,,
45084,TRD2023012703700,2534902300055660,1,Bunigeulis,45556,Honelama,99511,REG23,4,,,
45085,TRD2023012703701,2534902300055801,1,Bunigeulis,45556,Sereh,99352,REG23,4,,,
45086,TRD2023012703702,2534902300055868,1,Bunigeulis,45556,Bumi Wonorejo,98813,REG23,6,,,
45087,TRD2023012703703,2534902300055793,1,Bunigeulis,45556,Sereh,99352,REG23,4,,,
45088,TRD2023012703708,2534902300055785,1,Bunigeulis,45556,Duwin (Duwin Umsini),98352,REG23,6,,,
45089,TRD2023012703709,2534902300055751,1,Bunigeulis,45556,Skow Mabo (Skouw Mabo ),99351,REG23,2,,,
45090,TRD2023012703710,2534902300055777,1,Bunigeulis,45556,Imhasuma,98315,REG23,6,,,
45091,TRD2023012703713,2534902300055819,1,Bunigeulis,45556,Tanjungsari,44182,REG23,5,,,
45092,TRD2023012703714,2534902300055728,1,Bunigeulis,45556,Skow Mabo (Skouw Mabo ),99351,REG23,2,,,
45093,TRD2023012703716,2534902300055850,1,Bunigeulis,45556,Ardipura,99223,REG23,2,,,
45094,TRD2023012703719,2534902300055975,1,Bunigeulis,45556,Maweswares (Mawesres),99355,REG23,6,,,
45095,TRD2023012703721,2534902300055942,1,Bunigeulis,45556,Towao (Tuwao),99376,REG23,1,10,,
45096,TRD2023012703722,2534902300055918,1,Bunigeulis,45556,Skow Mabo (Skouw Mabo ),99351,REG23,2,,,
45097,TRD2023012703729,0532932300027514,1,Kerobokan Kelod,80117,Kuanino,85119,REG23,1,,,
45098,TRD2023012703739,0532932300027522,1,Kerobokan Kelod,80117,Kuanino,85119,REG23,1,,,
45099,TRD2023012703747,0532932300027589,1,Kerobokan Kelod,80117,Aplasi,85614,REG23,2,,,
45100,TRD2023012703750,0532932300027704,1,Kerobokan Kelod,80117,Aplasi,85614,REG23,2,,,
45101,TRD2023012703752,0532932300027472,1,Kerobokan Kelod,80117,Jagaraga,81171,REG23,2,,,
45102,TRD2023012703759,0532932300028009,1,Kerobokan Kelod,80117,Bakunase Dua,85116,REG23,1,,,
45103,TRD2023012703762,0532932300027944,1,Kerobokan Kelod,80117,Baturiti,82191,REG23,2,,,
45104,TRD2023012703772,0532932300027738,1,Kerobokan Kelod,80117,Seteluk Atas,84454,REG23,1,10,,
45105,TRD2023012703781,0532932300028165,1,Kerobokan Kelod,80117,Keramas,80581,REG23,1,,,
45106,TRD2023012703788,0532932300027696,1,Kerobokan Kelod,80117,Sarotari,86219,REG23,2,,,
45107,TRD2023012703793,0532932300028058,1,Kerobokan Kelod,80117,Merdeka,85362,REG23,2,,,
45108,TRD2023012703839,0733272300123105,1,Pekayon Jaya,17148,Marantutul,97464,REG23,1,10,,
45109,TRD2023012703854,0733272300123204,1,Pekayon Jaya,17148,Sawai Itepo,97853,REG23,5,,,
45110,TRD2023012703861,0733272300123162,1,Pekayon Jaya,17148,Man-Gega,97795,REG23,5,,,
45111,TRD2023012703869,0733272300123196,1,Pekayon Jaya,17148,Ahusen,97127,REG23,2,,,
45112,TRD2023012703887,2534902300056072,1,Bunigeulis,45556,Skow Mabo (Skouw Mabo ),99351,REG23,2,,,
45113,TRD2023012703900,0532932300028363,1,Kerobokan Kelod,80117,Penimbung,83351,REG23,2,,,
45114,TRD2023012703904,0532932300028322,1,Kerobokan Kelod,80117,Kayu Putih,85228,REG23,1,,,
45115,TRD2023012703908,0532932300028330,1,Kerobokan Kelod,80117,Aeramo,86472,REG23,2,,,
45116,TRD2023012703910,0532932300028462,1,Kerobokan Kelod,80117,Bakunase Dua,85116,REG23,1,,,
45117,TRD2023012703911,0532932300028488,1,Kerobokan Kelod,80117,Merdeka,85362,REG23,2,,,
45118,TRD2023012703914,0532932300028421,1,Kerobokan Kelod,80117,Landah,83581,REG23,5,,,
45119,TRD2023012703919,0532932300028405,1,Kerobokan Kelod,80117,Batu Ringgit,80853,REG23,2,,,
45120,TRD2023012703922,0733272300123261,1,Pekayon Jaya,17148,Ketsoblak,97611,REG23,1,10,,
45121,TRD2023012703926,0733272300123238,1,Pekayon Jaya,17148,Uskwar,99468,REG23,6,,,
45122,TRD2023012703928,0733272300123246,1,Pekayon Jaya,17148,Ahusen,97127,REG23,2,,,
45123,TRD2023012703940,0733272300123410,1,Pekayon Jaya,17148,Gamsungi,97762,REG23,3,,,
45124,TRD2023012703941,0733272300123378,1,Pekayon Jaya,17148,Gamsungi,97762,REG23,3,,,
45125,TRD2023012703944,0733272300123402,1,Pekayon Jaya,17148,Sawai Itepo,97853,REG23,5,,,
45126,TRD2023012703948,0733272300123311,1,Pekayon Jaya,17148,Marantutul,97464,REG23,1,10,,
45127,TRD2023012703949,0733272300123337,1,Pekayon Jaya,17148,Nafar (Napar),97662,REG23,1,10,,
45128,TRD2023012703950,0733272300123352,1,Pekayon Jaya,17148,Sangaji Utara,97751,REG23,2,,,
45129,TRD2023012703955,0733272300123527,1,Pekayon Jaya,17148,Sawai Itepo,97853,REG23,5,,,
45130,TRD2023012703966,0733272300123329,1,Pekayon Jaya,17148,Sawai Itepo,97853,REG23,5,,,
45131,TRD2023012703990,0733272300123485,1,Pekayon Jaya,17148,Arjasari,45257,REG23,3,,,
45132,TRD2023012703991,0733272300123519,1,Pekayon Jaya,17148,Batu Boy,97571,REG23,5,,,
45133,TRD2023012704009,0733272300123626,1,Pekayon Jaya,17148,Man-Gega,97795,REG23,5,,,
45134,TRD2023012704011,0733272300123683,1,Pekayon Jaya,17148,Marantutul,97464,REG23,1,10,,
45135,TRD2023012704012,0733272300123493,1,Pekayon Jaya,17148,Liang,97582,REG23,5,,,
45136,TRD2023012704014,0733272300123659,1,Pekayon Jaya,17148,Marantutul,97464,REG23,1,10,,
45137,TRD2023012704027,2534902300056130,1,Bunigeulis,45556,Kuler (Tunas Baru),99616,REG23,6,,,
45138,TRD2023012704035,2534902300056353,1,Bunigeulis,45556,Bumi Wonorejo,98813,REG23,6,,,
45139,TRD2023012704038,2534902300056254,1,Bunigeulis,45556,Skow Mabo (Skouw Mabo ),99351,REG23,2,,,
45140,TRD2023012704049,2534902300056486,1,Bunigeulis,45556,Angkasapura,99113,REG23,2,,,
45141,TRD2023012704050,2534902300056346,1,Bunigeulis,45556,Klademak,98416,REG23,2,,,
45142,TRD2023012704052,2534902300056379,1,Bunigeulis,45556,Skow Mabo (Skouw Mabo ),99351,REG23,2,,,
45143,TRD2023012704053,2534902300056221,1,Bunigeulis,45556,Ardipura,99223,REG23,2,,,
45144,TRD2023012704062,2534902300056478,1,Bunigeulis,45556,Sereh,99352,REG23,4,,,
45145,TRD2023012704066,2534902300056437,1,Bunigeulis,45556,Honelama,99511,REG23,4,,,
45146,TRD2023012704067,2534902300056510,1,Bunigeulis,45556,Kuler (Tunas Baru),99616,REG23,6,,,
45147,TRD2023012704068,2534902300056767,1,Bunigeulis,45556,Skow Mabo (Skouw Mabo ),99351,REG23,2,,,
45148,TRD2023012704070,2534902300056395,1,Bunigeulis,45556,Samau,98118,REG23,4,,,
45149,TRD2023012704072,2534902300056742,1,Bunigeulis,45556,Amban,98314,REG23,4,,,
45150,TRD2023012704078,2534902300056866,1,Bunigeulis,45556,Birak,99777,REG23,1,10,,
45151,TRD2023012704079,2534902300056288,1,Bunigeulis,45556,Skow Mabo (Skouw Mabo ),99351,REG23,2,,,
45152,TRD2023012704086,2534902300056759,1,Bunigeulis,45556,Imandoa,98215,REG23,6,,,
45153,TRD2023012704089,2534902300056726,1,Bunigeulis,45556,Angkasapura,99113,REG23,2,,,
45154,TRD2023012704094,2534902300056890,1,Bunigeulis,45556,Mbuwa,99910,REG23,6,,,
45155,TRD2023012704096,2534902300056874,1,Bunigeulis,45556,Angkasapura,99113,REG23,2,,,
45156,TRD2023012704101,2534902300056627,1,Bunigeulis,45556,Bumi Wonorejo,98813,REG23,6,,,
45157,TRD2023012704105,2534902300056718,1,Bunigeulis,45556,Bumi Wonorejo,98813,REG23,6,,,
45158,TRD2023012704106,2534902300056924,1,Bunigeulis,45556,Bumi Wonorejo,98813,REG23,6,,,
45159,TRD2023012704107,2534902300056932,1,Bunigeulis,45556,Amban,98314,REG23,4,,,
45160,TRD2023012704270,0733272300123840,1,Pekayon Jaya,17148,Lalodati,93115,REG23,2,,,
45161,TRD2023012704272,0733272300123808,1,Pekayon Jaya,17148,Purwokerto,59171,REG23,3,,,
45162,TRD2023012704275,0733272300123766,1,Pekayon Jaya,17148,Ketsoblak,97611,REG23,1,10,,
45163,TRD2023012704282,0733272300123907,1,Pekayon Jaya,17148,Bumi Wonorejo,98813,REG23,6,,,
45164,TRD2023012704661,2534902300057013,1,Bunigeulis,45556,Mbuwa,99910,REG23,6,,,
45165,TRD2023012704675,2534902300057070,1,Bunigeulis,45556,Banyubunih,69173,REG23,3,,,
45166,TRD2023012704679,2534902300057385,1,Bunigeulis,45556,Binabo Julu,22763,REG23,5,,,
45167,TRD2023012704687,2534902300057054,1,Bunigeulis,45556,Sereh,99352,REG23,4,,,
45168,TRD2023012704695,2534902300058037,1,Bunigeulis,45556,Margabakti,46196,REG23,3,,,
45169,TRD2023012704696,2534902300057526,1,Bunigeulis,45556,Tanah Raja,97713,REG23,5,,,
45170,TRD2023012704701,2534902300057088,1,Bunigeulis,45556,Lamaru,76117,REG23,2,,,
45171,TRD2023012704703,2534902300057625,1,Bunigeulis,45556,Kuala Secapah,78914,REG23,3,,,
45172,TRD2023012704706,2534902300057278,1,Bunigeulis,45556,Dendengan Dalam,95127,REG23,2,,,
45173,TRD2023012704709,2534902300057765,1,Bunigeulis,45556,Balanga,94753,REG23,5,,,
45174,TRD2023012704717,2534902300058235,1,Bunigeulis,45556,Karang Tunggal,74355,REG23,5,,,
45175,TRD2023012704718,2534902300057856,1,Bunigeulis,45556,Padang Barat,95763,REG23,5,,,
45176,TRD2023012704723,2534902300058227,1,Bunigeulis,45556,Ketsoblak,97611,REG23,1,10,,
45177,TRD2023012704730,2534902300057187,1,Bunigeulis,45556,Lalang Baru,78617,REG23,3,,,
45178,TRD2023012704738,2534902300057468,1,Bunigeulis,45556,Janji,22457,REG23,3,,,
45179,TRD2023012704752,2534902300057732,1,Bunigeulis,45556,Dulumai,94663,REG23,5,,,
45180,TRD2023012704754,2534902300057559,1,Bunigeulis,45556,Karang Tengah,15157,REG23,1,,,
45181,TRD2023012704756,2534902300057872,1,Bunigeulis,45556,Bumi Amas,79211,REG23,3,,,
45182,TRD2023012704765,2534902300057336,1,Bunigeulis,45556,Gamalama,97721,REG23,5,,,
45183,TRD2023012704766,2534902300057419,1,Bunigeulis,45556,Bahomakmur,94974,REG23,5,,,
45184,TRD2023012704772,2534902300058144,1,Bunigeulis,45556,Apela Satu (I),95537,REG23,3,,,
45185,TRD2023012704773,2534902300058045,1,Bunigeulis,45556,Grogol,59561,REG23,3,,,
45186,TRD2023012704780,2534902300057542,1,Bunigeulis,45556,Bahomakmur,94974,REG23,5,,,
45187,TRD2023012704781,2534902300058268,1,Bunigeulis,45556,Bahomakmur,94974,REG23,5,,,
45188,TRD2023012704929,0136932300064137,1,Grogol,11450,Tegal Harum,80361,REG23,1,,,
45189,TRD2023012704938,0136932300064178,1,Grogol,11450,Karang Anyar Pantai,77111,REG23,2,,,
45190,TRD2023012704941,0136932300064194,1,Grogol,11450,Sidomulyo,75555,REG23,1,10,,
45191,TRD2023012704943,0136932300064467,1,Grogol,11450,Sangkaran Bakti,34764,REG23,3,,,
45192,TRD2023012704947,0136932300064368,1,Grogol,11450,Sukaharja,78813,REG23,3,,,
45193,TRD2023012704952,0136932300064269,1,Grogol,11450,Sungai Nyamuk,77483,REG23,5,,,
45194,TRD2023012704954,0136932300064327,1,Grogol,11450,Asri Mulia,70881,REG23,5,,,
45195,TRD2023012704962,0136932300064681,1,Grogol,11450,Baloi Permai,29431,REG23,1,,,
45196,TRD2023012704973,0136932300064236,1,Grogol,11450,Selumit Pantai,77113,REG23,2,,,
45197,TRD2023012704975,0136932300064871,1,Grogol,11450,Neath,97573,REG23,1,10,,
45198,TRD2023012704985,0136932300065415,1,Grogol,11450,Sukarawa,35122,REG23,1,,,
45199,TRD2023012704987,0136932300064293,1,Grogol,11450,Melak Ulu,75765,REG23,3,,,
45200,TRD2023012704999,0136932300065019,1,Grogol,11450,Batu Boy,97571,REG23,5,,,
45201,TRD2023012705000,0136932300064392,1,Grogol,11450,Mendoyo Dauh Tukad,82261,REG23,3,,,
45202,TRD2023012705011,0136932300065373,1,Grogol,11450,Padang Mulia,33681,REG23,2,,,
45203,TRD2023012705014,0136932300064459,1,Grogol,11450,Banjar Serasan,78233,REG23,1,,,
45204,TRD2023012705023,0136932300064756,1,Grogol,11450,Lubuk Kembang,39125,REG23,2,,,
45205,TRD2023012705031,0136932300065639,1,Grogol,11450,Namaelo,97511,REG23,5,,,
45206,TRD2023012705032,0136932300064665,1,Grogol,11450,Marantutul,97464,REG23,1,10,,
45207,TRD2023012705034,0136932300064517,1,Grogol,11450,Ahusen,97127,REG23,2,,,
45208,TRD2023012705036,0136932300064889,1,Grogol,11450,Ahusen,97127,REG23,2,,,
45209,TRD2023012705037,0136932300065332,1,Grogol,11450,Rumah Tiga,97234,REG23,5,,,
45210,TRD2023012705042,0136932300064673,1,Grogol,11450,Ahusen,97127,REG23,2,,,
45211,TRD2023012705049,0136932300065357,1,Grogol,11450,Ahusen,97127,REG23,2,,,
45212,TRD2023012705054,0136932300065480,1,Grogol,11450,Dgandasuli (Gandasuli),97791,REG23,5,,,
45213,TRD2023012705055,0136932300064970,1,Grogol,11450,Dgandasuli (Gandasuli),97791,REG23,5,,,
45214,TRD2023012705058,0136932300065191,1,Grogol,11450,Sawai Itepo,97853,REG23,5,,,
45215,TRD2023012705059,0136932300065423,1,Grogol,11450,Gamsungi,97762,REG23,3,,,
45216,TRD2023012705063,0136932300065563,1,Grogol,11450,Man-Gega,97795,REG23,5,,,
45217,TRD2023012705066,0136932300065472,1,Grogol,11450,Tuada,97752,REG23,5,,,
45218,TRD2023012705069,0136932300065431,1,Grogol,11450,Gamsungi,97762,REG23,3,,,
45219,TRD2023012705071,0136932300065068,1,Grogol,11450,Labui,23373,REG23,3,,,
