No,shipment_order_no,logistic_name,origin_postal_code,destination_postal_code,awb_number,rate_code,min_sla_api,max_sla_api
17513,TRD2022122806720,JNE,17148,98315,0733272201263554,REG23,,
17514,TRD2022122806726,JNE,17148,98314,0733272201263430,REG23,,
17517,TRD2022122806736,JNE,17148,98314,0733272201263778,REG23,,
17537,TRD2022122807166,JNE,17148,98314,0733272201264834,REG23,,
17590,TRD2022122904430,JNE,17148,98314,0733272201266854,REG23,,
17594,TRD2022122904440,JNE,17148,98314,0733272201266995,REG23,,
17700,TRD2022122905182,JNE,17148,98314,0733272201267738,REG23,,
17720,TRD2022122905260,JNE,17148,98352,0733272201268520,REG23,,
17734,TRD2022122905356,JNE,17148,98314,0733272201269544,REG23,,
17754,TRD2022122905425,JNE,17148,98314,0733272201270492,REG23,,
17757,TRD2022122905434,JNE,17148,98314,0733272201270567,REG23,,
17760,TRD2022122905452,JNE,17148,98363,0733272201270674,REG23,,
17765,TRD2022122905473,JNE,17148,98314,0733272201271037,REG23,,
17774,TRD2022122905503,JNE,17148,98314,0733272201271342,REG23,,
17778,TRD2022122905517,JNE,17148,98356,0733272201271417,REG23,,
17789,TRD2022122905562,JNE,17148,98352,0733272201272340,REG23,,
17857,TRD2022122907725,JNE,17148,98356,0733272201275012,REG23,,
17862,TRD2022122907735,JNE,17148,98363,0733272201275194,REG23,,
18004,TRD2022123007072,JNE,11450,98314,0136932200493261,REG23,,
18009,TRD2022123007080,JNE,11450,98314,0136932200493386,REG23,,
18019,TRD2022123007519,JNE,17148,98362,0733272201278115,REG23,,
18028,TRD2022123007545,JNE,17148,98362,0733272201278388,REG23,,
18031,TRD2022123007925,JNE,17148,98314,0733272201278487,REG23,,
18033,TRD2022123007928,JNE,17148,98355,0733272201278503,REG23,,
18038,TRD2022123007937,JNE,17148,98355,0733272201278586,REG23,,
18042,TRD2022123007951,JNE,17148,98315,0733272201278669,REG23,,
18053,TRD2022123007971,JNE,17148,98314,0733272201278982,REG23,,
18055,TRD2022123007973,JNE,17148,98352,0733272201278941,REG23,,
18056,TRD2022123007977,JNE,17148,98315,0733272201279048,REG23,,
18058,TRD2022123007982,JNE,17148,98314,0733272201279071,REG23,,
18073,TRD2022123008028,JNE,17148,98356,0733272201279550,REG23,,
18077,TRD2022123008038,JNE,17148,98314,0733272201279642,REG23,,
18123,TRD2022123008192,JNE,17148,98314,0733272201280657,REG23,,
18125,TRD2022123008202,JNE,17148,98314,0733272201280707,REG23,,
18148,TRD2022123009089,JNE,17148,98315,0733272201281242,REG23,,
18149,TRD2022123009091,JNE,17148,98314,0733272201281259,REG23,,
18151,TRD2022123009103,JNE,17148,98314,0733272201281382,REG23,,
18159,TRD2022123009124,JNE,17148,98314,0733272201281614,REG23,,
18225,TRD2022123105460,JNE,45556,98314,2534902200991097,REG23,,
18257,TRD2022123105697,JNE,17148,98314,0733272201284139,REG23,,
18259,TRD2022123105704,JNE,17148,98315,0733272201284204,REG23,,
18262,TRD2022123105725,JNE,17148,98314,0733272201284394,REG23,,
18288,TRD2022123105961,JNE,17148,98314,0733272201284642,REG23,,
18293,TRD2022123105982,JNE,17148,98314,0733272201284840,REG23,,
18294,TRD2022123105986,JNE,17148,98362,0733272201284907,REG23,,
18301,TRD2022123106011,JNE,17148,98314,0733272201285185,REG23,,
18311,TRD2022123106043,JNE,17148,98315,0733272201285383,REG23,,
18315,TRD2022123106052,JNE,17148,98315,0733272201285490,REG23,,
18323,TRD2022123106073,JNE,17148,98314,0733272201285730,REG23,,
18346,TRD2022123106144,JNE,17148,98314,0733272201286498,REG23,,
18581,TRD2023010208153,JNE,17148,98314,0733272300000105,REG23,,
18639,TRD2023010208447,JNE,17148,98314,0733272300001046,REG23,,
18640,TRD2023010208450,JNE,17148,98362,0733272300001293,REG23,,
18646,TRD2023010208467,JNE,17148,98315,0733272300001228,REG23,,
18650,TRD2023010208473,JNE,17148,98315,0733272300001384,REG23,,
18651,TRD2023010208476,JNE,17148,98314,0733272300001350,REG23,,
18652,TRD2023010208478,JNE,17148,98353,0733272300001376,REG23,,
18659,TRD2023010208497,JNE,17148,98314,0733272300001442,REG23,,
18668,TRD2023010208514,JNE,17148,98315,0733272300001673,REG23,,
18683,TRD2023010208541,JNE,17148,98315,0733272300002036,REG23,,
18695,TRD2023010208570,JNE,17148,98355,0733272300002333,REG23,,
18696,TRD2023010208571,JNE,17148,98314,0733272300002309,REG23,,
18697,TRD2023010208585,JNE,17148,98314,0733272300002531,REG23,,
18699,TRD2023010208596,JNE,17148,98353,0733272300002481,REG23,,
18746,TRD2023010209339,JNE,11450,98315,0136932300002772,REG23,,
18768,TRD2023010210656,JNE,17148,98314,0733272300003059,REG23,,
18769,TRD2023010210663,JNE,17148,98315,0733272300003224,REG23,,
18826,TRD2023010210894,JNE,17148,76114,0733272300005427,REG23,,
18893,TRD2023010212022,JNE,17148,98315,0733272300006813,REG23,,
18896,TRD2023010212029,JNE,17148,98314,0733272300007019,REG23,,
18911,TRD2023010212090,JNE,17148,98314,0733272300007662,REG23,,
18913,TRD2023010212100,JNE,17148,98356,0733272300007787,REG23,,
18945,TRD2023010304624,JNE,45556,98315,2534902300003892,REG23,,
19090,TRD2023010307260,JNE,17148,98356,0733272300010500,REG23,,
19102,TRD2023010307287,JNE,17148,98315,0733272300010823,REG23,,
19108,TRD2023010307301,JNE,17148,98314,0733272300011037,REG23,,
19114,TRD2023010307318,JNE,17148,98314,0733272300011128,REG23,,
19115,TRD2023010307319,JNE,17148,98355,0733272300011169,REG23,,
19128,TRD2023010307364,JNE,17148,98314,0733272300011573,REG23,,
19132,TRD2023010307378,JNE,17148,98314,0733272300011649,REG23,,
19140,TRD2023010307423,JNE,17148,98314,0733272300011888,REG23,,
19191,TRD2023010307696,JNE,17148,98356,0733272300013678,REG23,,
19216,TRD2023010308278,JNE,17148,98362,0733272300014403,REG23,,
19297,TRD2023010405556,JNE,45556,98314,2534902300004791,REG23,,
19389,TRD2023010409027,JNE,17148,98314,0733272300016648,REG23,,
19428,TRD2023010409133,JNE,17148,98355,0733272300017729,REG23,,
19435,TRD2023010409153,JNE,17148,98314,0733272300017844,REG23,,
19460,TRD2023010410621,JNE,17148,98315,0733272300018255,REG23,,
19462,TRD2023010410637,JNE,17148,98314,0733272300018321,REG23,,
19466,TRD2023010410659,JNE,17148,98315,0733272300018438,REG23,,
19484,TRD2023010411661,JNE,17148,98314,0733272300019840,REG23,,
19491,TRD2023010411680,JNE,17148,98356,0733272300020053,REG23,,
19660,TRD2023010506220,JNE,17148,98314,0733272300023800,REG23,,
19687,TRD2023010506303,JNE,17148,98314,0733272300025276,REG23,,
19728,TRD2023010506473,JNE,17148,98314,0733272300025870,REG23,,
19734,TRD2023010506484,JNE,17148,98314,0733272300026068,REG23,,
19736,TRD2023010506487,JNE,17148,98314,0733272300025987,REG23,,
19761,TRD2023010508066,JNE,17148,98355,0733272300026498,REG23,,
19762,TRD2023010508068,JNE,17148,98314,0733272300026647,REG23,,
19768,TRD2023010508076,JNE,17148,98315,0733272300026449,REG23,,
19782,TRD2023010508126,JNE,17148,98314,0733272300027041,REG23,,
19790,TRD2023010508147,JNE,17148,98314,0733272300027223,REG23,,
19793,TRD2023010508160,JNE,17148,98315,0733272300027348,REG23,,
19794,TRD2023010508165,JNE,17148,98315,0733272300027447,REG23,,
19796,TRD2023010508169,JNE,17148,98315,0733272300027363,REG23,,
19798,TRD2023010508172,JNE,17148,98315,0733272300027496,REG23,,
19831,TRD2023010511047,JNE,45556,98355,2534902300008974,REG23,,
19888,TRD2023010512007,JNE,17148,98314,0733272300029401,REG23,,
19936,TRD2023010603983,JNE,17148,98314,0733272300031449,REG23,,
20,TRD2023010604536,JNE,45556,98362,2534902300010251,REG23,,
27,TRD2023010604562,JNE,17148,98315,0733272300031845,REG23,,
57,TRD2023010605279,JNE,17148,98314,0733272300031969,REG23,,
71,TRD2023010605310,JNE,17148,98315,0733272300032264,REG23,,
74,TRD2023010605314,JNE,17148,98315,0733272300032314,REG23,,
77,TRD2023010605319,JNE,17148,98314,0733272300032371,REG23,,
103,TRD2023010605374,JNE,17148,98315,0733272300032926,REG23,,
117,TRD2023010606811,JNE,45556,98314,2534902300011143,REG23,,
132,TRD2023010607612,JNE,17148,98314,0733272300033775,REG23,,
139,TRD2023010607633,JNE,17148,98363,0733272300034476,REG23,,
140,TRD2023010607634,JNE,17148,98314,0733272300034054,REG23,,
215,TRD2023010705632,JNE,17148,98314,0733272300035713,REG23,,
317,TRD2023010706163,JNE,17148,98356,0733272300036612,REG23,,
320,TRD2023010706169,JNE,17148,98315,0733272300037263,REG23,,
322,TRD2023010706174,JNE,17148,98362,0733272300037099,REG23,,
330,TRD2023010706212,JNE,17148,98314,0733272300037107,REG23,,
343,TRD2023010707087,JNE,45556,98314,2534902300012950,REG23,,
345,TRD2023010707091,JNE,45556,98314,2534902300012752,REG23,,
348,TRD2023010707097,JNE,45556,98314,2534902300012844,REG23,,
393,TRD2023010707513,JNE,17148,98315,0733272300038907,REG23,,
592,TRD2023010909586,JNE,17148,98314,0733272300042743,REG23,,
638,TRD2023010909793,JNE,45556,98314,2534902300014170,REG23,,
650,TRD2023010909820,JNE,45556,98314,2534902300014147,REG23,,
718,TRD2023010910032,JNE,17148,98315,0733272300045647,REG23,,
719,TRD2023010910036,JNE,17148,98315,0733272300046215,REG23,,
722,TRD2023010910042,JNE,17148,98356,0733272300045548,REG23,,
724,TRD2023010910044,JNE,17148,98314,0733272300046165,REG23,,
727,TRD2023010910061,JNE,17148,98315,0733272300046116,REG23,,
735,TRD2023010910091,JNE,45556,98314,2534902300014626,REG23,,
776,TRD2023010910282,JNE,45556,98314,2534902300015177,REG23,,
780,TRD2023010910291,JNE,45556,98314,2534902300014931,REG23,,
797,TRD2023010910344,JNE,45556,98314,2534902300015698,REG23,,
800,TRD2023010910350,JNE,45556,98314,2534902300015797,REG23,,
814,TRD2023010910386,JNE,45556,98315,2534902300015318,REG23,,
819,TRD2023010910396,JNE,45556,98314,2534902300015508,REG23,,
838,TRD2023010911804,JNE,45556,98353,2534902300016431,REG23,,
921,TRD2023010912700,JNE,17148,98355,0733272300049672,REG23,,
984,TRD2023011003516,JNE,17148,98314,0733272300051462,REG23,,
985,TRD2023011003517,JNE,17148,98314,0733272300051520,REG23,,
1045,TRD2023011003916,JNE,17148,98356,0733272300051967,REG23,,
1065,TRD2023011003979,JNE,17148,98355,0733272300052254,REG23,,
1069,TRD2023011003992,JNE,17148,98314,0733272300052445,REG23,,
1071,TRD2023011003996,JNE,17148,98314,0733272300052411,REG23,,
1093,TRD2023011005366,JNE,17148,98314,0733272300053005,REG23,,
1241,TRD2023011105477,JNE,17148,98314,0733272300055745,REG23,,
1255,TRD2023011105503,JNE,17148,98356,0733272300055620,REG23,,
1274,TRD2023011105570,JNE,17148,98363,0733272300055992,REG23,,
1279,TRD2023011105612,JNE,17148,98314,0733272300056321,REG23,,
1283,TRD2023011105619,JNE,17148,98362,0733272300056206,REG23,,
1390,TRD2023011107422,JNE,11450,98362,0136932300022515,REG23,,
1493,TRD2023011204329,JNE,17148,98314,0733272300059036,REG23,,
1497,TRD2023011204349,JNE,17148,98356,0733272300059044,REG23,,
1546,TRD2023011204545,JNE,17148,98314,0733272300062204,REG23,,
1547,TRD2023011204547,JNE,17148,98314,0733272300062451,REG23,,
1549,TRD2023011204551,JNE,17148,98355,0733272300061818,REG23,,
1550,TRD2023011204552,JNE,17148,98314,0733272300061644,REG23,,
1596,TRD2023011204710,JNE,17148,98314,0733272300059911,REG23,,
1614,TRD2023011204765,JNE,17148,98355,0733272300060414,REG23,,
1623,TRD2023011204793,JNE,17148,98314,0733272300061099,REG23,,
1641,TRD2023011204845,JNE,17148,98315,0733272300063947,REG23,,
1646,TRD2023011204867,JNE,17148,98356,0733272300064085,REG23,,
1735,TRD2023011206529,JNE,45556,98314,2534902300021894,REG23,,
1745,TRD2023011206940,JNE,45556,98355,2534902300022124,REG23,,
1746,TRD2023011206941,JNE,45556,98356,2534902300022389,REG23,,
1845,TRD2023011303891,JNE,17148,98314,0733272300068367,REG23,,
1881,TRD2023011304047,JNE,17148,98315,0733272300069753,REG23,,
1895,TRD2023011304131,JNE,17148,98314,0733272300069217,REG23,,
1936,TRD2023011304492,JNE,17148,98356,0733272300070918,REG23,,
1941,TRD2023011304506,JNE,17148,98314,0733272300070629,REG23,,
1993,TRD2023011305178,JNE,45556,98314,2534902300023957,REG23,,
1998,TRD2023011305188,JNE,45556,98362,2534902300024054,REG23,,
2009,TRD2023011305976,JNE,45556,98314,2534902300024377,REG23,,
2114,TRD2023011404275,JNE,45556,98314,2534902300025085,REG23,,
2115,TRD2023011404278,JNE,45556,98314,2534902300025218,REG23,,
2127,TRD2023011404324,JNE,45556,98355,2534902300025630,REG23,,
2151,TRD2023011404401,JNE,17148,98314,0733272300074639,REG23,,
2218,TRD2023011404696,JNE,17148,98314,0733272300075842,REG23,,
2226,TRD2023011404718,JNE,17148,98314,0733272300075941,REG23,,
2268,TRD2023011404889,JNE,45556,98315,2534902300026430,REG23,,
2279,TRD2023011404924,JNE,45556,98314,2534902300026257,REG23,,
2283,TRD2023011405271,JNE,45556,98314,2534902300026844,REG23,,
2286,TRD2023011405291,JNE,45556,98314,2534902300027040,REG23,,
2293,TRD2023011405311,JNE,45556,98355,2534902300027149,REG23,,
2412,TRD2023011606202,JNE,45556,98352,2534902300027651,REG23,,
2448,TRD2023011606342,JNE,45556,98314,2534902300027818,REG23,,
2450,TRD2023011606346,JNE,45556,98314,2534902300027834,REG23,,
2453,TRD2023011606352,JNE,45556,98314,2534902300027859,REG23,,
2455,TRD2023011606354,JNE,45556,98314,2534902300027875,REG23,,
2477,TRD2023011606412,JNE,45556,98355,2534902300028683,REG23,,
2478,TRD2023011606415,JNE,45556,98314,2534902300029087,REG23,,
2525,TRD2023011607099,JNE,17148,98352,0733272300082368,REG23,,
2601,TRD2023011611208,JNE,45556,98353,2534902300029491,REG23,,
2608,TRD2023011611231,JNE,45556,98314,2534902300030085,REG23,,
2610,TRD2023011611240,JNE,45556,98355,2534902300029632,REG23,,
2750,TRD2023011612511,JNE,17148,98356,0733272300086401,REG23,,
2761,TRD2023011612548,JNE,17148,98314,0733272300086823,REG23,,
2762,TRD2023011612549,JNE,17148,98355,0733272300086997,REG23,,
2774,TRD2023011612583,JNE,17148,98315,0733272300087177,REG23,,
2777,TRD2023011612597,JNE,17148,98314,0733272300087300,REG23,,
2828,TRD2023011703684,JNE,45556,98361,2534902300031570,REG23,,
2881,TRD2023011703936,JNE,17148,98314,0733272300088878,REG23,,
2883,TRD2023011703943,JNE,17148,98314,0733272300088944,REG23,,
2909,TRD2023011704099,JNE,45556,98314,2534902300031984,REG23,,
2912,TRD2023011704104,JNE,45556,98314,2534902300031968,REG23,,
2918,TRD2023011704113,JNE,45556,98355,2534902300032156,REG23,,
2960,TRD2023011704407,JNE,45556,98355,2534902300032461,REG23,,
2962,TRD2023011704773,JNE,17148,98314,0733272300090650,REG23,,
3004,TRD2023011705835,JNE,17148,98355,0733272300091658,REG23,,
3008,TRD2023011705848,JNE,17148,98356,0733272300092292,REG23,,
3025,TRD2023011705879,JNE,17148,98314,0733272300092243,REG23,,
3047,TRD2023011803267,JNE,17148,98315,0733272300092953,REG23,,
3120,TRD2023011803590,JNE,45556,98353,2534902300032784,REG23,,
3143,TRD2023011803722,JNE,45556,98314,2534902300032990,REG23,,
3181,TRD2023011804466,JNE,45556,98362,2534902300033378,REG23,,
3185,TRD2023011804475,JNE,45556,98314,2534902300033261,REG23,,
3199,TRD2023011804500,JNE,45556,98356,2534902300033618,REG23,,
3204,TRD2023011804513,JNE,45556,98314,2534902300033535,REG23,,
3213,TRD2023011805604,JNE,45556,98314,2534902300033824,REG23,,
3322,TRD2023011904408,JNE,45556,98315,2534902300035050,REG23,,
3324,TRD2023011904410,JNE,45556,98314,2534902300034970,REG23,,
3327,TRD2023011904417,JNE,45556,98315,2534902300034962,REG23,,
3329,TRD2023011904424,JNE,45556,98315,2534902300034855,REG23,,
3348,TRD2023011904482,JNE,45556,98314,2534902300035423,REG23,,
3380,TRD2023011904644,JNE,45556,98352,2534902300035720,REG23,,
3385,TRD2023011904653,JNE,45556,98355,2534902300035829,REG23,,
3396,TRD2023011904679,JNE,45556,98314,2534902300035985,REG23,,
3398,TRD2023011904682,JNE,45556,98352,2534902300036140,REG23,,
3399,TRD2023011904683,JNE,45556,98355,2534902300035902,REG23,,
3404,TRD2023011904699,JNE,45556,98359,2534902300036173,REG23,,
3546,TRD2023012003324,JNE,45556,98315,2534902300036744,REG23,,
3548,TRD2023012003329,JNE,45556,98352,2534902300036793,REG23,,
3608,TRD2023012003689,JNE,45556,98314,2534902300037023,REG23,,
3625,TRD2023012003757,JNE,45556,98314,2534902300037122,REG23,,
3626,TRD2023012003761,JNE,45556,98314,2534902300037338,REG23,,
3639,TRD2023012003797,JNE,45556,98314,2534902300037536,REG23,,
3677,TRD2023012004023,JNE,45556,98315,2534902300037874,REG23,,
3681,TRD2023012004033,JNE,45556,98362,2534902300037973,REG23,,
3682,TRD2023012004038,JNE,45556,98362,2534902300037940,REG23,,
3683,TRD2023012004593,JNE,45556,98355,2534902300038054,REG23,,
3747,TRD2023012103727,JNE,17148,98355,0733272300105318,REG23,,
3812,TRD2023012104208,JNE,45556,98315,2534902300038971,REG23,,
3818,TRD2023012104531,JNE,45556,98314,2534902300039243,REG23,,
3819,TRD2023012104536,JNE,45556,98314,2534902300039227,REG23,,
3832,TRD2023012104581,JNE,45556,98315,2534902300039581,REG23,,
3865,TRD2023012104716,JNE,45556,98315,2534902300039847,REG23,,
3916,TRD2023012105626,JNE,17148,98314,0733272300107066,REG23,,
3917,TRD2023012105630,JNE,17148,98363,0733272300107090,REG23,,
3957,TRD2023012105887,JNE,17148,98355,0733272300108445,REG23,,
3964,TRD2023012303527,JNE,17148,98362,0733272300108973,REG23,,
4078,TRD2023012305408,JNE,17148,98315,0733272300109971,REG23,,
4092,TRD2023012305468,JNE,11450,98362,0136932300047702,REG23,,
4205,TRD2023012306060,JNE,45556,98315,2534902300041728,REG23,,
4209,TRD2023012306071,JNE,45556,98314,2534902300042130,REG23,,
4226,TRD2023012306110,JNE,45556,98363,2534902300041983,REG23,,
4283,TRD2023012306429,JNE,45556,98314,2534902300042999,REG23,,
4291,TRD2023012306466,JNE,45556,98356,2534902300043229,REG23,,
4295,TRD2023012306479,JNE,45556,98314,2534902300043237,REG23,,
4312,TRD2023012307179,JNE,45556,98314,2534902300043716,REG23,,
4321,TRD2023012307233,JNE,45556,98352,2534902300044102,REG23,,
4338,TRD2023012307654,JNE,17148,98315,0733272300112504,REG23,,
4365,TRD2023012307798,JNE,17148,98315,0733272300113064,REG23,,
4437,TRD2023012404814,JNE,45556,98314,2534902300044896,REG23,,
4618,TRD2023012504022,JNE,45556,98314,2534902300046172,REG23,,
4619,TRD2023012504023,JNE,45556,98314,2534902300046263,REG23,,
4677,TRD2023012505987,JNE,45556,98314,2534902300047733,REG23,,
4732,TRD2023012506254,JNE,45556,98315,2534902300050083,REG23,,
4823,TRD2023012603788,JNE,45556,98314,2534902300053145,REG23,,
4922,TRD2023012604568,JNE,45556,98362,2534902300054507,REG23,,
4924,TRD2023012604582,JNE,45556,98314,2534902300054655,REG23,,
4926,TRD2023012604591,JNE,45556,98314,2534902300054861,REG23,,
4947,TRD2023012604666,JNE,45556,98314,2534902300055256,REG23,,
4953,TRD2023012604689,JNE,45556,98314,2534902300055447,REG23,,
5088,TRD2023012703708,JNE,45556,98352,2534902300055785,REG23,,
5090,TRD2023012703710,JNE,45556,98315,2534902300055777,REG23,,
5149,TRD2023012704072,JNE,45556,98314,2534902300056742,REG23,,
5159,TRD2023012704107,JNE,45556,98314,2534902300056932,REG23,,
5244,TRD2023012705144,JNE,11450,98314,0136932300066090,REG23,,
5245,TRD2023012705146,JNE,11450,98315,0136932300066660,REG23,,
5248,TRD2023012705155,JNE,11450,98314,0136932300066439,REG23,,
5318,TRD2023012802993,JNE,45556,98314,2534902300058359,REG23,,
5406,TRD2023012803701,JNE,45556,98362,2534902300058789,REG23,,
5417,TRD2023012803743,JNE,45556,98314,2534902300058987,REG23,,
5447,TRD2023012804877,JNE,17148,98362,0733272300126785,REG23,,
5475,TRD2023012804976,JNE,17148,98314,0733272300127452,REG23,,
5507,TRD2023013005954,JNE,45556,98315,2534902300059852,REG23,,
5592,TRD2023013007235,JNE,45556,98314,2534902300060579,REG23,,
5594,TRD2023013007238,JNE,45556,98356,2534902300061049,REG23,,
5596,TRD2023013007257,JNE,45556,98314,2534902300060892,REG23,,
5711,TRD2023013008046,JNE,45556,98314,2534902300062146,REG23,,
5712,TRD2023013008050,JNE,45556,98354,2534902300062120,REG23,,
5721,TRD2023013008072,JNE,45556,98315,2534902300061932,REG23,,
5723,TRD2023013008108,JNE,45556,98363,2534902300062401,REG23,,
5724,TRD2023013008110,JNE,45556,98362,2534902300062484,REG23,,
5729,TRD2023013008122,JNE,45556,98314,2534902300062419,REG23,,
5731,TRD2023013008127,JNE,45556,98315,2534902300062328,REG23,,
5812,TRD2023013009459,JNE,17148,98363,0733272300138285,REG23,,
5813,TRD2023013009462,JNE,17148,98314,0733272300137899,REG23,,
5822,TRD2023013009487,JNE,17148,98352,0733272300137733,REG23,,
5911,TRD2023013104714,JNE,45556,98314,2534902300062625,REG23,,
5947,TRD2023013105325,JNE,45556,98315,2534902300063185,REG23,,
5956,TRD2023013105650,JNE,45556,98314,2534902300063540,REG23,,
5962,TRD2023013105661,JNE,45556,98314,2534902300063672,REG23,,
5963,TRD2023013105666,JNE,45556,98314,2534902300063565,REG23,,
5967,TRD2023013105852,JNE,45556,98315,2534902300063912,REG23,,
5968,TRD2023013105853,JNE,45556,98314,2534902300063896,REG23,,
6014,TRD2023013106049,JNE,45556,98314,2534902300064118,REG23,,
6075,TRD2023013106757,JNE,17148,98314,0733272300144416,REG23,,
6153,TRD2023020103912,JNE,17148,98314,0733272300147179,REG23,,
6163,TRD2023020104067,JNE,45556,98314,2534902300064480,REG23,,
6164,TRD2023020104071,JNE,45556,98352,2534902300064589,REG23,,
6165,TRD2023020104072,JNE,45556,98314,2534902300064605,REG23,,
6168,TRD2023020104083,JNE,45556,98314,2534902300064464,REG23,,
6215,TRD2023020104383,JNE,45556,98356,2534902300065016,REG23,,
6253,TRD2023020104696,JNE,45556,98315,2534902300065131,REG23,,
6254,TRD2023020104702,JNE,45556,98314,2534902300065321,REG23,,
6261,TRD2023020104714,JNE,45556,98314,2534902300065180,REG23,,
6262,TRD2023020104715,JNE,45556,98314,2534902300065396,REG23,,
6268,TRD2023020104750,JNE,45556,98314,2534902300065701,REG23,,
6275,TRD2023020104765,JNE,45556,98314,2534902300065529,REG23,,
6296,TRD2023020105044,JNE,45556,98314,2534902300065909,REG23,,
6312,TRD2023020106226,JNE,17148,98315,0733272300149142,REG23,,
6326,TRD2023020106266,JNE,17148,98315,0733272300149522,REG23,,
6337,TRD2023020106346,JNE,17148,98314,0733272300150330,REG23,,
6441,TRD2023020204135,JNE,45556,98362,2534902300067731,REG23,,
6445,TRD2023020204158,JNE,45556,98314,2534902300067475,REG23,,
6578,TRD2023020205974,JNE,17148,98315,0733272300155933,REG23,,
6592,TRD2023020206009,JNE,17148,98314,0733272300155057,REG23,,
6602,TRD2023020206034,JNE,17148,98314,0733272300155453,REG23,,
6609,TRD2023020206059,JNE,17148,98314,0733272300155560,REG23,,
6661,TRD2023020304103,JNE,45556,98315,2534902300068531,REG23,,
6670,TRD2023020304160,JNE,45556,98352,2534902300069182,REG23,,
6672,TRD2023020304181,JNE,45556,98314,2534902300068952,REG23,,
6755,TRD2023020305866,JNE,45556,98314,2534902300070529,REG23,,
6758,TRD2023020305877,JNE,45556,98314,2534902300070461,REG23,,
6800,TRD2023020306200,JNE,45556,98314,2534902300070909,REG23,,
6858,TRD2023020307631,JNE,17148,98314,0733272300160008,REG23,,
6872,TRD2023020307682,JNE,17148,98314,0733272300161014,REG23,,
6876,TRD2023020307694,JNE,17148,98314,0733272300160560,REG23,,
6954,TRD2023020403104,JNE,45556,98359,2534902300073184,REG23,,
6956,TRD2023020403123,JNE,45556,98355,2534902300073234,REG23,,
6970,TRD2023020403166,JNE,45556,98314,2534902300073416,REG23,,
7085,TRD2023020405458,JNE,17148,98314,0733272300163937,REG23,,
7109,TRD2023020405605,JNE,17148,98314,0733272300164158,REG23,,
7111,TRD2023020405609,JNE,17148,98314,0733272300164323,REG23,,
7135,TRD2023020605529,JNE,17148,98315,0733272300166559,REG23,,
7137,TRD2023020605550,JNE,17148,98356,0733272300166617,REG23,,
7161,TRD2023020605814,JNE,45556,98314,2534902300074745,REG23,,
7386,TRD2023020607489,JNE,45556,98355,2534902300076179,REG23,,
7395,TRD2023020607520,JNE,45556,98314,2534902300076377,REG23,,
7406,TRD2023020607567,JNE,45556,98314,2534902300076864,REG23,,
7413,TRD2023020607588,JNE,45556,98314,2534902300077300,REG23,,
7414,TRD2023020607591,JNE,45556,98314,2534902300076922,REG23,,
7419,TRD2023020607617,JNE,45556,98315,2534902300077961,REG23,,
7422,TRD2023020607627,JNE,45556,98314,2534902300077441,REG23,,
7445,TRD2023020607714,JNE,45556,98315,2534902300077623,REG23,,
7515,TRD2023020608774,JNE,45556,98314,2534902300080098,REG23,,
7539,TRD2023020608864,JNE,45556,98315,2534902300080023,REG23,,
7556,TRD2023020609580,JNE,17148,98315,0733272300171609,REG23,,
7557,TRD2023020609582,JNE,17148,98362,0733272300171864,REG23,,
7599,TRD2023020703734,JNE,17148,98314,0733272300173241,REG23,,
7689,TRD2023020704394,JNE,45556,98315,2534902300081088,REG23,,
7695,TRD2023020704416,JNE,45556,98356,2534902300081237,REG23,,
7697,TRD2023020704419,JNE,45556,98314,2534902300081203,REG23,,
7698,TRD2023020704421,JNE,45556,98315,2534902300081468,REG23,,
7701,TRD2023020704432,JNE,45556,98356,2534902300081625,REG23,,
7724,TRD2023020704594,JNE,45556,98314,2534902300081914,REG23,,
7801,TRD2023020706050,JNE,17148,98314,0733272300176681,REG23,,
7807,TRD2023020706070,JNE,17148,98314,0733272300176251,REG23,,
7818,TRD2023020807882,JNE,17148,98314,0733272300177408,REG23,,
7969,TRD2023020809281,JNE,45556,98363,2534902300083852,REG23,,
7970,TRD2023020809286,JNE,45556,98356,2534902300083761,REG23,,
7974,TRD2023020809291,JNE,45556,98314,2534902300083878,REG23,,
7975,TRD2023020809300,JNE,45556,98314,2534902300083753,REG23,,
7977,TRD2023020809303,JNE,45556,98355,2534902300083936,REG23,,
7979,TRD2023020809310,JNE,45556,98314,2534902300084256,REG23,,
7982,TRD2023020809319,JNE,45556,98314,2534902300084074,REG23,,
7988,TRD2023020809336,JNE,45556,98314,2534902300084181,REG23,,
8011,TRD2023020810110,JNE,45556,98363,2534902300085402,REG23,,
8123,TRD2023020903937,JNE,45556,98314,2534902300085618,REG23,,
8124,TRD2023020903938,JNE,45556,98315,2534902300085741,REG23,,
8152,TRD2023020904051,JNE,45556,98314,2534902300085931,REG23,,
8157,TRD2023020904104,JNE,45556,98314,2534902300086335,REG23,,
8211,TRD2023020904575,JNE,45556,98315,2534902300086723,REG23,,
8218,TRD2023020905080,JNE,17148,98355,0733272300184081,REG23,,
8240,TRD2023020905530,JNE,45556,98314,2534902300087382,REG23,,
8293,TRD2023021003455,JNE,45556,98314,2534902300087952,REG23,,
8294,TRD2023021003484,JNE,45556,98352,2534902300088315,REG23,,
8298,TRD2023021003491,JNE,45556,98355,2534902300088257,REG23,,
8301,TRD2023021003499,JNE,45556,98314,2534902300088109,REG23,,
8302,TRD2023021003502,JNE,45556,98352,2534902300088224,REG23,,
