No,originPostalCode,originDistrictName,originCityName,originProvince,originLat,originLong,destinationPostalCode,destDistrictName,destinationCityName,destProvince,destinationLat,destinationLong
4040,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,74162,Sematu Jaya,Lamandau,Kalimantan Tengah,0,0
4041,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,73991,Barito Tuhup Raya,Murung Raya,Kalimantan Tengah,0,0
4042,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,73991,Laung Tuhup,Murung Raya,Kalimantan Tengah,0,0
4043,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,73911,Murung,Murung Raya,Kalimantan Tengah,0,0
4044,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,73971,Permata Intan,Murung Raya,Kalimantan Tengah,0,0
4045,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,73981,Seribu Riam,Murung Raya,Kalimantan Tengah,0,0
4046,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,73981,Sumber Barito,Murung Raya,Kalimantan Tengah,0,0
4047,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,73971,Sungai Babuat,Murung Raya,Kalimantan Tengah,0,0
4048,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,73961,Tanah Siang,Murung Raya,Kalimantan Tengah,0,0
4049,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,73961,Tanah Siang Selatan,Murung Raya,Kalimantan Tengah,0,0
4050,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,73981,Uut Murung,Murung Raya,Kalimantan Tengah,0,0
4051,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,73221,Bukit Batu,Palangka Raya,Kalimantan Tengah,0,0
4052,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,73111,Jekan Raya,Palangka Raya,Kalimantan Tengah,0,0
4053,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,73111,Pahandut,Palangka Raya,Kalimantan Tengah,0,0
4054,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,73227,Rakumpit,Palangka Raya,Kalimantan Tengah,0,0
4055,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,73114,Sebangau,Palangka Raya,Kalimantan Tengah,0,0
4056,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,74863,Banama Tingang,Pulang Pisau,Kalimantan Tengah,0,0
4057,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,74816,Jabiren Raya,Pulang Pisau,Kalimantan Tengah,0,0
4058,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,74831,Kahayan Hilir,Pulang Pisau,Kalimantan Tengah,0,0
4059,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,74872,Kahayan Kuala,Pulang Pisau,Kalimantan Tengah,0,0
4060,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,74862,Kahayan Tengah,Pulang Pisau,Kalimantan Tengah,0,0
4061,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,74873,Maliku,Pulang Pisau,Kalimantan Tengah,0,0
4062,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,74871,Pandih Batu,Pulang Pisau,Kalimantan Tengah,0,0
4063,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,74874,Sebangau Kuala,Pulang Pisau,Kalimantan Tengah,0,0
4064,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,74271,Danau Seluluk,Seruyan,Kalimantan Tengah,0,0
4065,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,74261,Danau Sembuluh,Seruyan,Kalimantan Tengah,0,0
4066,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,74270,Hanau,Seruyan,Kalimantan Tengah,0,0
4067,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,74215,Seruyan Hilir,Seruyan,Kalimantan Tengah,0,0
4068,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,74215,Seruyan Hilir Timur,Seruyan,Kalimantan Tengah,0,0
4069,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,74291,Seruyan Hulu,Seruyan,Kalimantan Tengah,0,0
4070,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,74261,Seruyan Raya,Seruyan,Kalimantan Tengah,0,0
4071,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,74281,Seruyan Tengah,Seruyan,Kalimantan Tengah,0,0
4072,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,74291,Suling Tambun,Seruyan,Kalimantan Tengah,0,0
4073,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,74173,Balai Riam,Sukamara,Kalimantan Tengah,0,0
4074,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,74171,Jelai,Sukamara,Kalimantan Tengah,0,0
4075,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,74171,Pantai Lunci,Sukamara,Kalimantan Tengah,0,0
4076,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,74173,Permata Kecubung,Sukamara,Kalimantan Tengah,0,0
4077,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,74172,Sukamara,Sukamara,Kalimantan Tengah,0,0
4078,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71664,Awayan,Balangan,Kalimantan Selatan,0,0
4079,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71663,Batu Mandi,Balangan,Kalimantan Selatan,0,0
4080,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71666,Halong,Balangan,Kalimantan Selatan,0,0
4081,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71665,Juai,Balangan,Kalimantan Selatan,0,0
4082,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71661,Lampihong,Balangan,Kalimantan Selatan,0,0
4083,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71662,Paringin,Balangan,Kalimantan Selatan,0,0
4084,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71662,Paringin Selatan,Balangan,Kalimantan Selatan,0,0
4085,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71664,Tebing Tinggi,Balangan,Kalimantan Selatan,0,0
4086,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,70713,Banjar Baru Selatan,Banjarbaru,Kalimantan Selatan,0,0
4087,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,70712,Banjar Baru Utara,Banjarbaru,Kalimantan Selatan,0,0
4088,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,70732,Cempaka,Banjarbaru,Kalimantan Selatan,0,0
4089,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,70724,Landasan Ulin,Banjarbaru,Kalimantan Selatan,0,0
4090,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,70723,Liang Anggang,Banjarbaru,Kalimantan Selatan,0,0
4091,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,70129,Banjarmasin Barat,Banjarmasin,Kalimantan Selatan,0,0
4092,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,70242,Banjarmasin Selatan,Banjarmasin,Kalimantan Selatan,0,0
4093,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,70233,Banjarmasin Tengah,Banjarmasin,Kalimantan Selatan,0,0
4094,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,70236,Banjarmasin Timur,Banjarmasin,Kalimantan Selatan,0,0
4095,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,70126,Banjarmasin Utara,Banjarmasin,Kalimantan Selatan,0,0
4096,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,70582,Alalak,Barito Kuala,Kalimantan Selatan,0,0
4097,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,70564,Anjir Muara,Barito Kuala,Kalimantan Selatan,0,0
4098,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,70565,Anjir Pasar,Barito Kuala,Kalimantan Selatan,0,0
4099,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,70513,Bakumpai,Barito Kuala,Kalimantan Selatan,0,0
4100,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,70562,Barambai,Barito Kuala,Kalimantan Selatan,0,0
4101,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,70563,Belawang,Barito Kuala,Kalimantan Selatan,0,0
4102,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,70571,Cerbon,Barito Kuala,Kalimantan Selatan,0,0
4103,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,70581,Jejangkit,Barito Kuala,Kalimantan Selatan,0,0
4104,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,70581,Mandastana,Barito Kuala,Kalimantan Selatan,0,0
4105,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,70511,Marabahan,Barito Kuala,Kalimantan Selatan,0,0
4106,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,70568,Mekar Sari,Barito Kuala,Kalimantan Selatan,0,0
4107,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,70561,Rantau Badauh,Barito Kuala,Kalimantan Selatan,0,0
4108,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,70553,Tabukan,Barito Kuala,Kalimantan Selatan,0,0
4109,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,70567,Tabunganen,Barito Kuala,Kalimantan Selatan,0,0
4110,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,70566,Tamban,Barito Kuala,Kalimantan Selatan,0,0
4111,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,70562,Wanaraya,Barito Kuala,Kalimantan Selatan,0,0
4112,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71291,Angkinang,Hulu Sungai Selatan,Kalimantan Selatan,0,0
4113,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71252,Daha Barat,Hulu Sungai Selatan,Kalimantan Selatan,0,0
4114,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71252,Daha Selatan,Hulu Sungai Selatan,Kalimantan Selatan,0,0
4115,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71253,Daha Utara,Hulu Sungai Selatan,Kalimantan Selatan,0,0
4116,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71262,Kalumpang (Kelumpang),Hulu Sungai Selatan,Kalimantan Selatan,0,0
4117,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71217,Kandangan,Hulu Sungai Selatan,Kalimantan Selatan,0,0
4118,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71282,Loksado,Hulu Sungai Selatan,Kalimantan Selatan,0,0
4119,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71281,Padang Batung,Hulu Sungai Selatan,Kalimantan Selatan,0,0
4120,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71261,Simpur,Hulu Sungai Selatan,Kalimantan Selatan,0,0
4121,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71292,Telaga Langsat,Hulu Sungai Selatan,Kalimantan Selatan,0,0
4122,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71315,Barabai,Hulu Sungai Tengah,Kalimantan Selatan,0,0
4123,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71381,Batang Alai Selatan,Hulu Sungai Tengah,Kalimantan Selatan,0,0
4124,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71382,Batang Alai Timur,Hulu Sungai Tengah,Kalimantan Selatan,0,0
4125,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71391,Batang Alai Utara,Hulu Sungai Tengah,Kalimantan Selatan,0,0
4126,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71371,Batu Benawa,Hulu Sungai Tengah,Kalimantan Selatan,0,0
4127,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71372,Hantakan,Hulu Sungai Tengah,Kalimantan Selatan,0,0
4128,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71363,Haruyan,Hulu Sungai Tengah,Kalimantan Selatan,0,0
4129,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71361,Labuan Amas Selatan,Hulu Sungai Tengah,Kalimantan Selatan,0,0
4130,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71362,Labuan Amas Utara,Hulu Sungai Tengah,Kalimantan Selatan,0,0
4131,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71391,Limpasu,Hulu Sungai Tengah,Kalimantan Selatan,0,0
4132,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71352,Pandawan,Hulu Sungai Tengah,Kalimantan Selatan,0,0
4133,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71452,Amuntai Selatan,Hulu Sungai Utara,Kalimantan Selatan,0,0
4134,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71419,Amuntai Tengah,Hulu Sungai Utara,Kalimantan Selatan,0,0
4135,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71471,Amuntai Utara,Hulu Sungai Utara,Kalimantan Selatan,0,0
4136,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71454,Babirik,Hulu Sungai Utara,Kalimantan Selatan,0,0
4137,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71416,Banjang,Hulu Sungai Utara,Kalimantan Selatan,0,0
4138,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71453,Danau Panggang,Hulu Sungai Utara,Kalimantan Selatan,0,0
4139,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71471,Haur Gading,Hulu Sungai Utara,Kalimantan Selatan,0,0
4140,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71453,Paminggir,Hulu Sungai Utara,Kalimantan Selatan,0,0
4141,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71455,Sungai Pandan,Hulu Sungai Utara,Kalimantan Selatan,0,0
4142,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71455,Sungai Tabukan,Hulu Sungai Utara,Kalimantan Selatan,0,0
4143,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,72163,Hampang,Kotabaru,Kalimantan Selatan,0,0
4144,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,72164,Kelumpang Barat,Kotabaru,Kalimantan Selatan,0,0
4145,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,72161,Kelumpang Hilir,Kotabaru,Kalimantan Selatan,0,0
4146,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,72162,Kelumpang Hulu,Kotabaru,Kalimantan Selatan,0,0
4147,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,72161,Kelumpang Selatan,Kotabaru,Kalimantan Selatan,0,0
4148,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,72164,Kelumpang Tengah,Kotabaru,Kalimantan Selatan,0,0
4149,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,72165,Kelumpang Utara,Kotabaru,Kalimantan Selatan,0,0
4150,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,72169,Pamukan Barat,Kotabaru,Kalimantan Selatan,0,0
4151,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,72168,Pamukan Selatan,Kotabaru,Kalimantan Selatan,0,0
4152,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,72169,Pamukan Utara,Kotabaru,Kalimantan Selatan,0,0
4153,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,72153,Pulau Laut Barat,Kotabaru,Kalimantan Selatan,0,0
4154,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,72154,Pulau Laut Kepulauan,Kotabaru,Kalimantan Selatan,0,0
4155,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,72154,Pulau Laut Selatan,Kotabaru,Kalimantan Selatan,0,0
4156,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,72153,Pulau Laut Tanjung Selayar,Kotabaru,Kalimantan Selatan,0,0
4157,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,72156,Pulau Laut Tengah,Kotabaru,Kalimantan Selatan,0,0
4158,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,72152,Pulau Laut Timur,Kotabaru,Kalimantan Selatan,0,0
4159,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,72114,Pulau Laut Utara,Kotabaru,Kalimantan Selatan,0,0
4160,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,72155,Pulau Sebuku,Kotabaru,Kalimantan Selatan,0,0
4161,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,72166,Sampanahan,Kotabaru,Kalimantan Selatan,0,0
4162,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,72167,Sungai Durian,Kotabaru,Kalimantan Selatan,0,0
4163,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71553,Banua Lawas,Tabalong,Kalimantan Selatan,0,0
4164,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71572,Bintang Ara,Tabalong,Kalimantan Selatan,0,0
4165,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71572,Haruai,Tabalong,Kalimantan Selatan,0,0
4166,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71574,Jaro,Tabalong,Kalimantan Selatan,0,0
4167,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71552,Kelua (Klua),Tabalong,Kalimantan Selatan,0,0
4168,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71555,Muara Harus,Tabalong,Kalimantan Selatan,0,0
4169,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71573,Muara Uya,Tabalong,Kalimantan Selatan,0,0
4170,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71571,Murung Pudak,Tabalong,Kalimantan Selatan,0,0
4171,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71554,Pugaan,Tabalong,Kalimantan Selatan,0,0
4172,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71561,Tanta,Tabalong,Kalimantan Selatan,0,0
4173,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71575,Upau,Tabalong,Kalimantan Selatan,0,0
4174,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,72275,Angsana,Tanah Bumbu,Kalimantan Selatan,0,0
4175,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,72211,BATU LICIN,Tanah Bumbu,Kalimantan Selatan,0,0
4176,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,72211,Karang Bintang,Tanah Bumbu,Kalimantan Selatan,0,0
4177,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,25156,Kuranji,Padang,Sumatera Barat,0,0
4178,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,72273,Kusan Hilir,Tanah Bumbu,Kalimantan Selatan,0,0
4179,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,72272,Kusan Hulu,Tanah Bumbu,Kalimantan Selatan,0,0
4180,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,72211,Mantewe,Tanah Bumbu,Kalimantan Selatan,0,0
4181,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,72275,Satui,Tanah Bumbu,Kalimantan Selatan,0,0
4182,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,70673,Simpang Empat,Banjar,Kalimantan Selatan,0,0
4183,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,72274,Sungai Loban,Tanah Bumbu,Kalimantan Selatan,0,0
4184,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,70815,Bajuin,Tanah Laut,Kalimantan Selatan,0,0
4185,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,70853,Bumi Makmur,Tanah Laut,Kalimantan Selatan,0,0
4186,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,70881,Jorong,Tanah Laut,Kalimantan Selatan,0,0
4187,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,70883,Kintap,Tanah Laut,Kalimantan Selatan,0,0
4188,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,70853,Kurau,Tanah Laut,Kalimantan Selatan,0,0
4189,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,70871,Panyipatan,Tanah Laut,Kalimantan Selatan,0,0
4190,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,70812,Pelaihari,Tanah Laut,Kalimantan Selatan,0,0
4191,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,70861,Takisung,Tanah Laut,Kalimantan Selatan,0,0
4192,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,70854,Tambang Ulang,Tanah Laut,Kalimantan Selatan,0,0
4193,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71152,Bakarangan,Tapin,Kalimantan Selatan,0,0
4194,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71153,Bungur,Tapin,Kalimantan Selatan,0,0
4195,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71162,Candi Laras Selatan,Tapin,Kalimantan Selatan,0,0
4196,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71171,Candi Laras Utara,Tapin,Kalimantan Selatan,0,0
4197,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71184,Hatungun,Tapin,Kalimantan Selatan,0,0
4198,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71154,Lokpaikat,Tapin,Kalimantan Selatan,0,0
4199,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71191,Piani,Tapin,Kalimantan Selatan,0,0
4200,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71185,Salam Babaris,Tapin,Kalimantan Selatan,0,0
4201,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71181,Tapin Selatan,Tapin,Kalimantan Selatan,0,0
4202,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71161,Tapin Tengah,Tapin,Kalimantan Selatan,0,0
4203,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,71114,Tapin Utara,Tapin,Kalimantan Selatan,0,0
4204,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,76132,Balikpapan Barat,Balikpapan,Kalimantan Timur,0,0
4205,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,76111,Balikpapan Kota,Balikpapan,Kalimantan Timur,0,0
4206,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,76115,Balikpapan Selatan,Balikpapan,Kalimantan Timur,0,0
4207,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,76124,Balikpapan Tengah,Balikpapan,Kalimantan Timur,0,0
4208,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,76116,Balikpapan Timur,Balikpapan,Kalimantan Timur,0,0
4209,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,76129,Balikpapan Utara,Balikpapan,Kalimantan Timur,0,0
4210,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,77372,Biatan,Berau,Kalimantan Timur,0,0
4211,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,77352,Gunung Tabur,Berau,Kalimantan Timur,0,0
4212,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,77362,Kelay,Berau,Kalimantan Timur,0,0
4213,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,77381,Maratua,Berau,Kalimantan Timur,0,0
4214,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,77371,Sambaliung,Berau,Kalimantan Timur,0,0
4215,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,77361,Segah,Berau,Kalimantan Timur,0,0
4216,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,77372,Tabalar,Berau,Kalimantan Timur,0,0
4217,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,77375,Talisayan,Berau,Kalimantan Timur,0,0
4218,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,77315,Tanjung Redeb,Berau,Kalimantan Timur,0,0
4219,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,77315,Teluk Bayur,Berau,Kalimantan Timur,0,0
4220,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,75383,Bontang Barat,Bontang,Kalimantan Timur,0,0
4221,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,75321,Bontang Selatan,Bontang,Kalimantan Timur,0,0
4222,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,75311,Bontang Utara,Bontang,Kalimantan Timur,0,0
4223,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,75776,Barong Tongkok,Kutai Barat,Kalimantan Timur,0,0
4224,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,75778,Bentian Besar,Kutai Barat,Kalimantan Timur,0,0
4225,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,75772,Bongan,Kutai Barat,Kalimantan Timur,0,0
4226,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,75777,Damai,Kutai Barat,Kalimantan Timur,0,0
4227,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,75773,Jempang,Kutai Barat,Kalimantan Timur,0,0
4228,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,75779,Laham,Mahakam Ulu,Kalimantan Timur,0,0
4229,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,75576,Linggang Bigung,Kutai Barat,Kalimantan Timur,0,0
4230,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,75769,Long Apari,Mahakam Ulu,Kalimantan Timur,0,0
4231,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,75767,Long Bagun,Mahakam Ulu,Kalimantan Timur,0,0
4232,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,75779,Long Hubung,Mahakam Ulu,Kalimantan Timur,0,0
4233,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,75766,Long Iram,Kutai Barat,Kalimantan Timur,0,0
4234,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,75768,Long Pahangai,Mahakam Ulu,Kalimantan Timur,0,0
4235,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,75774,Manor Bulatin (Mook Manaar Bulatn),Kutai Barat,Kalimantan Timur,0,0
4236,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,75765,Melak,Kutai Barat,Kalimantan Timur,0,0
4237,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,75775,Muara Lawa,Kutai Barat,Kalimantan Timur,0,0
4238,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,75774,Muara Pahu,Kutai Barat,Kalimantan Timur,0,0
4239,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,75777,Nyuatan,Kutai Barat,Kalimantan Timur,0,0
4240,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,75763,Penyinggahan,Kutai Barat,Kalimantan Timur,0,0
4241,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,75765,Sekolaq Darat,Kutai Barat,Kalimantan Timur,0,0
4242,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,75774,Siluq Ngurai,Kutai Barat,Kalimantan Timur,0,0
4243,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,75766,Tering,Kutai Barat,Kalimantan Timur,0,0
4244,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,75381,Anggana,Kutai Kartanegara,Kalimantan Timur,0,0
4245,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,75557,Kembang Janggut,Kutai Kartanegara,Kalimantan Timur,0,0
4246,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,75564,Kenohan,Kutai Kartanegara,Kalimantan Timur,0,0
4247,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,75561,Kota Bangun,Kutai Kartanegara,Kalimantan Timur,0,0
