No.,Nama Logistic,Kode Pos Asal,Nama Provinsi Tujuan,Nama Kota Tujuan,Nama Kecamatan Tujuan,Nama Kelurahan Tujuan,Kode Pos Tujuan,Ongkir Normal,Rate Code,Rate Type
561,ID Express,40135,Jawa Barat,Subang,Pabuaran,Balebandung Jaya,41262,35000,iDtruck,cargo
562,ID Express,40135,Jawa Barat,Subang,Purwadadi,Belendung (Blendung),41261,35000,iDtruck,cargo
563,ID Express,40135,Jawa Barat,Subang,Sukasari,Anggasari,41254,35000,iDtruck,cargo
564,ID Express,40135,Jawa Barat,Sukabumi Kota,Baros,Jayaraksa,43166,35000,iDtruck,cargo
565,ID Express,40135,Jawa Barat,Sukabumi Kota,Cikole,Cikole,43113,35000,iDtruck,cargo
566,ID Express,40135,Jawa Barat,Sukabumi Kota,Citamiang,Tipar,43141,35000,iDtruck,cargo
567,ID Express,40135,Jawa Barat,Sukabumi Kota,Gunung Puyuh,Karamat,43122,35000,iDtruck,cargo
568,ID Express,40135,Jawa Barat,Sukabumi Kota,Lembursitu,Cipanengah,43134,35000,iDtruck,cargo
569,,40135,Jawa Barat,Sukabumi Kota,Warudoyong,Sukakarya,43135,,,cargo
570,ID Express,40135,Jawa Barat,Sukabumi Kota,Cibeureum,Sindangpalay,43162,35000,iDtruck,cargo
571,,40135,Jawa Barat,Sumedang,Buahdua,Bojongloa,45392,,,cargo
572,ID Express,40135,Jawa Barat,Sumedang,Cibugel,Cibugel,45375,35000,iDtruck,cargo
573,ID Express,40135,Jawa Barat,Sumedang,Cimalaka,Cibeureum Kulon,45353,35000,iDtruck,cargo
574,ID Express,40135,Jawa Barat,Sumedang,Cimanggung,Cihanjuang,45364,35000,iDtruck,cargo
575,ID Express,40135,Jawa Barat,Sumedang,Cisitu,Cigintung,45363,35000,iDtruck,cargo
576,ID Express,40135,Jawa Barat,Sumedang,Conggeang,Babakan Asem,45391,35000,iDtruck,cargo
577,ID Express,40135,Jawa Barat,Sumedang,Darmaraja,Cieunteung,45372,35000,iDtruck,cargo
578,ID Express,40135,Jawa Barat,Sumedang,Ganeas,Cikondang,45356,35000,iDtruck,cargo
579,ID Express,40135,Jawa Barat,Sumedang,Jatigede,Cijeungjing,45377,35000,iDtruck,cargo
580,ID Express,40135,Jawa Barat,Sumedang,Jatinangor,Cibeusi,45363,35000,iDtruck,cargo
581,ID Express,40135,Jawa Barat,Sumedang,Jatinunggal,Banjarsari,45376,35000,iDtruck,cargo
582,ID Express,40135,Jawa Barat,Sumedang,Paseh,Bongkok,45381,35000,iDtruck,cargo
583,ID Express,40135,Jawa Barat,Sumedang,Rancakalong,Cibunar,45361,35000,iDtruck,cargo
584,ID Express,40135,Jawa Barat,Sumedang,Situraja,Ambit,45371,35000,iDtruck,cargo
585,ID Express,40135,Jawa Barat,Sumedang,Sumedang Selatan,Baginda,45311,35000,iDtruck,cargo
586,ID Express,40135,Jawa Barat,Sumedang,Sumedang Utara,Girimukti,45321,35000,iDtruck,cargo
587,ID Express,40135,Jawa Barat,Sumedang,Surian,Pamekarsari,45393,35000,iDtruck,cargo
588,ID Express,40135,Jawa Barat,Sumedang,Tanjungkerta,Awilega,45354,35000,iDtruck,cargo
589,ID Express,40135,Jawa Barat,Sumedang,Tanjungmedar,Cikaramas,45354,35000,iDtruck,cargo
590,ID Express,40135,Jawa Barat,Sumedang,Tomo,Bugel,45382,35000,iDtruck,cargo
591,ID Express,40135,Jawa Barat,Sumedang,Ujungjaya,Cibuluh,45383,35000,iDtruck,cargo
592,ID Express,40135,Jawa Barat,Sumedang,Wado,Padajaya,45373,35000,iDtruck,cargo
593,ID Express,40135,Jawa Barat,Sumedang,Cisarua,Bantarmara,45355,35000,iDtruck,cargo
594,ID Express,40135,Jawa Barat,Sumedang,Pamulihan,Cigendel,45365,35000,iDtruck,cargo
595,ID Express,40135,Jawa Barat,Sumedang,Sukasari,Banyuresmi,45366,35000,iDtruck,cargo
596,ID Express,40135,Jawa Barat,Sumedang,Tanjungsari,Cijambu,45362,35000,iDtruck,cargo
597,ID Express,40135,Jawa Barat,Tasikmalaya Kota,Bungursari,Sukamulya,46151,35000,iDtruck,cargo
598,ID Express,40135,Jawa Barat,Tasikmalaya Kota,Cihideung,Yudanagara,46121,35000,iDtruck,cargo
599,ID Express,40135,Jawa Barat,Tasikmalaya Kota,Cipedes,Sukamanah,46131,35000,iDtruck,cargo
600,ID Express,40135,Jawa Barat,Tasikmalaya Kota,Indihiang,Panyingkiran,46411,35000,iDtruck,cargo
601,ID Express,40135,Jawa Barat,Tasikmalaya Kota,Kawalu,Karsamenak,46182,35000,iDtruck,cargo
602,ID Express,40135,Jawa Barat,Tasikmalaya Kota,Mangkubumi,Sambongjaya,46181,35000,iDtruck,cargo
603,ID Express,40135,Jawa Barat,Tasikmalaya Kota,Purbaratu,Sukamenak,46196,35000,iDtruck,cargo
604,ID Express,40135,Jawa Barat,Tasikmalaya Kota,Tamansari,Mugarsari,46196,35000,iDtruck,cargo
605,ID Express,40135,Jawa Barat,Tasikmalaya Kota,Tawang,Empangsari,46113,35000,iDtruck,cargo
606,ID Express,40135,Jawa Barat,Tasikmalaya Kota,Cibeureum,Kersanagara,46196,35000,iDtruck,cargo
607,ID Express,40135,Jawa Barat,Bandung Kabupaten,Arjasari,Mangunjaya,40379,35000,iDtruck,cargo
608,ID Express,40135,Jawa Barat,Bandung Kabupaten,Baleendah,Manggahang,40375,35000,iDtruck,cargo
609,ID Express,40135,Jawa Barat,Bandung Kabupaten,Bojongsoang,Tegalluar,40287,35000,iDtruck,cargo
610,ID Express,40135,Jawa Barat,Bandung Kabupaten,Cangkuang,Jatisari,40238,35000,iDtruck,cargo
611,ID Express,40135,Jawa Barat,Bandung Kabupaten,Cicalengka,Cicalengka Wetan,40395,35000,iDtruck,cargo
612,ID Express,40135,Jawa Barat,Bandung Kabupaten,Cikancung,Mekarlaksana,40396,35000,iDtruck,cargo
613,ID Express,40135,Jawa Barat,Bandung Kabupaten,Cilengkrang,Cipanjalu,40618,35000,iDtruck,cargo
614,ID Express,40135,Jawa Barat,Bandung Kabupaten,Cileunyi,Cileunyi Kulon,40621,35000,iDtruck,cargo
615,ID Express,40135,Jawa Barat,Bandung Kabupaten,Cimaung,Cipinang,40374,35000,iDtruck,cargo
616,ID Express,40135,Jawa Barat,Bandung Kabupaten,CIMENYAN,Cibeunying,40191,35000,iDtruck,cargo
617,ID Express,40135,Jawa Barat,Bandung Kabupaten,Ciparay,Mekarsari,40381,35000,iDtruck,cargo
618,ID Express,40135,Jawa Barat,Bandung Kabupaten,Ciwidey,Rawabogo,40973,35000,iDtruck,cargo
619,ID Express,40135,Jawa Barat,Bandung Kabupaten,Dayeuhkolot,Cangkuang Kulon,40239,30000,iDtruck,cargo
620,ID Express,40135,Jawa Barat,Bandung Kabupaten,Ibun,Ibun,40384,35000,iDtruck,cargo
621,ID Express,40135,Jawa Barat,Bandung Kabupaten,Katapang,Banyusari,40921,35000,iDtruck,cargo
622,,40135,Jawa Barat,Bandung Kabupaten,Kertasari,Neglawangi,40386,,,cargo
623,ID Express,40135,Jawa Barat,Bandung Kabupaten,Kutawaringin,Padasuka,40911,35000,iDtruck,cargo
624,ID Express,40135,Jawa Barat,Bandung Kabupaten,Margaasih,Nanjung,40217,35000,iDtruck,cargo
625,ID Express,40135,Jawa Barat,Bandung Kabupaten,Margahayu,Margahayu Selatan,40226,35000,iDtruck,cargo
626,ID Express,40135,Jawa Barat,Bandung Kabupaten,Nagreg,Citaman,40215,35000,iDtruck,cargo
627,,40135,Jawa Barat,Bandung Kabupaten,Pangalengan,Margaluyu,40378,,,cargo
628,ID Express,40135,Jawa Barat,Bandung Kabupaten,Pasirjambu,Cibodas,40972,35000,iDtruck,cargo
629,ID Express,40135,Jawa Barat,Bandung Kabupaten,RANCABALI,Cipelah,40973,35000,iDtruck,cargo
630,ID Express,40135,Jawa Barat,Bandung Kabupaten,Rancaekek,Rancaekek Kencana,40394,35000,iDtruck,cargo
631,ID Express,40135,Jawa Barat,Bandung Kabupaten,Solokan Jeruk,Cibodas,40376,35000,iDtruck,cargo
632,ID Express,40135,Jawa Barat,Bandung Kabupaten,Pameungpeuk,Bojongmanggu,40376,35000,iDtruck,cargo
633,ID Express,40135,Jawa Barat,Bandung Kabupaten,Majalaya,Majalaya,40382,35000,iDtruck,cargo
634,ID Express,40135,Jawa Barat,Bandung Kabupaten,Banjaran,Margahurip,40377,35000,iDtruck,cargo
635,ID Express,40135,Jawa Barat,Bandung Kabupaten,Soreang,Cingcin,40914,35000,iDtruck,cargo
636,ID Express,40135,Jawa Barat,Bandung Kabupaten,Pacet,Sukarame,40385,35000,iDtruck,cargo
637,ID Express,40135,Jawa Barat,Bandung Kabupaten,Paseh,Mekarpawitan,40383,35000,iDtruck,cargo
638,ID Express,40135,Jawa Barat,Bekasi Kabupaten,Babelan,Pantai Hurip,17610,30000,iDtruck,cargo
639,ID Express,40135,Jawa Barat,Bekasi Kabupaten,Bojongmangu,Medalkrisna,17350,30000,iDtruck,cargo
640,ID Express,40135,Jawa Barat,Bekasi Kabupaten,Cabangbungin,Setialaksana,17720,30000,iDtruck,cargo
641,ID Express,40135,Jawa Barat,Bekasi Kabupaten,Cibarusah,Ridogalih,17340,30000,iDtruck,cargo
642,ID Express,40135,Jawa Barat,Bekasi Kabupaten,Cikarang Barat,Gandasari,17530,30000,iDtruck,cargo
643,ID Express,40135,Jawa Barat,Bekasi Kabupaten,Cikarang Pusat,Hegarmukti,17530,30000,iDtruck,cargo
644,ID Express,40135,Jawa Barat,Bekasi Kabupaten,Cikarang Selatan,Pasirsari,17530,30000,iDtruck,cargo
645,ID Express,40135,Jawa Barat,Bekasi Kabupaten,Cikarang Timur,Jatibaru,17530,30000,iDtruck,cargo
646,ID Express,40135,Jawa Barat,Bekasi Kabupaten,Cikarang Utara,Wangunharja,17530,30000,iDtruck,cargo
647,ID Express,40135,Jawa Barat,Bekasi Kabupaten,Karangbahagia,Karangmukti,17530,30000,iDtruck,cargo
648,ID Express,40135,Jawa Barat,Bekasi Kabupaten,Kedung Waringin,Mekar Jaya,17540,30000,iDtruck,cargo
649,,40135,Jawa Barat,Bekasi Kabupaten,Muara Gembong,Jayasakti,17730,,,cargo
650,ID Express,40135,Jawa Barat,Bekasi Kabupaten,Pebayuran,Kertajaya,17710,30000,iDtruck,cargo
651,ID Express,40135,Jawa Barat,Bekasi Kabupaten,Serang Baru,Nagasari,17330,30000,iDtruck,cargo
652,ID Express,40135,Jawa Barat,Bekasi Kabupaten,Setu,Lubangbuaya,17320,30000,iDtruck,cargo
653,ID Express,40135,Jawa Barat,Bekasi Kabupaten,Sukawangi,Sukamekar,17620,30000,iDtruck,cargo
654,ID Express,40135,Jawa Barat,Bekasi Kabupaten,Tambelang,Sukamaju,17620,30000,iDtruck,cargo
655,ID Express,40135,Jawa Barat,Bekasi Kabupaten,Tambun Selatan,Jatimulya,17510,30000,iDtruck,cargo
656,ID Express,40135,Jawa Barat,Bekasi Kabupaten,Tambun Utara,Satriamekar,17510,30000,iDtruck,cargo
657,ID Express,40135,Jawa Barat,Bekasi Kabupaten,Tarumajaya,Setia Asih,17215,30000,iDtruck,cargo
658,ID Express,40135,Jawa Barat,Bekasi Kabupaten,Sukakarya,Sukaindah,17630,30000,iDtruck,cargo
659,ID Express,40135,Jawa Barat,Bekasi Kabupaten,Cibitung,Wanajaya,17520,30000,iDtruck,cargo
660,ID Express,40135,Jawa Barat,Bekasi Kabupaten,Sukatani,Sukadarma,17630,30000,iDtruck,cargo
661,ID Express,40135,Jawa Barat,Bogor Kabupaten,Ciomas,Parakan,16610,30000,iDtruck,cargo
662,ID Express,40135,Jawa Barat,Bogor Kabupaten,Babakan Madang,Cipambuan,16810,30000,iDtruck,cargo
663,ID Express,40135,Jawa Barat,Bogor Kabupaten,Bojonggede,Kedung Waringin,16923,30000,iDtruck,cargo
664,ID Express,40135,Jawa Barat,Bogor Kabupaten,Cariu,Cikutamahi,16840,30000,iDtruck,cargo
665,ID Express,40135,Jawa Barat,Bogor Kabupaten,Ciampea,Cihideung Ilir,16620,30000,iDtruck,cargo
666,ID Express,40135,Jawa Barat,Bogor Kabupaten,Cibungbulang,Cijujung,16630,30000,iDtruck,cargo
667,ID Express,40135,Jawa Barat,Bogor Kabupaten,Cigombong,Tugujaya,16110,30000,iDtruck,cargo
668,,40135,Jawa Barat,Bogor Kabupaten,Cigudeg,Banyu Wangi,16660,,,cargo
669,ID Express,40135,Jawa Barat,Bogor Kabupaten,Cijeruk,Warung Menteng,16740,30000,iDtruck,cargo
670,ID Express,40135,Jawa Barat,Bogor Kabupaten,Cileungsi,Cileungsi,16820,30000,iDtruck,cargo
671,ID Express,40135,Jawa Barat,Bogor Kabupaten,Ciseeng,Cibeuteung Udik,16120,30000,iDtruck,cargo
672,ID Express,40135,Jawa Barat,Bogor Kabupaten,Citeureup,Tangkil,16810,30000,iDtruck,cargo
673,ID Express,40135,Jawa Barat,Bogor Kabupaten,Dramaga,Ciherang,16680,30000,iDtruck,cargo
674,ID Express,40135,Jawa Barat,Bogor Kabupaten,Gunung Putri,Ciangsana,16968,30000,iDtruck,cargo
675,ID Express,40135,Jawa Barat,Bogor Kabupaten,Gunung Sindur,Curug,16340,30000,iDtruck,cargo
676,,40135,Jawa Barat,Bogor Kabupaten,Jasinga,Wirajaya,16670,,,cargo
677,ID Express,40135,Jawa Barat,Bogor Kabupaten,Jonggol,Sirnagalih,16830,30000,iDtruck,cargo
678,ID Express,40135,Jawa Barat,Bogor Kabupaten,Kemang,Parakan Jaya,16310,30000,iDtruck,cargo
679,ID Express,40135,Jawa Barat,Bogor Kabupaten,Klapa Nunggal (Kelapa Nunggal),Nambo,16710,30000,iDtruck,cargo
680,ID Express,40135,Jawa Barat,Bogor Kabupaten,Leuwiliang,Leuwiliang,16640,30000,iDtruck,cargo
681,ID Express,40135,Jawa Barat,Bogor Kabupaten,Leuwisadeng,Wangun Jaya,16640,30000,iDtruck,cargo
682,ID Express,40135,Jawa Barat,Bogor Kabupaten,Megamendung,Megamendung,16770,30000,iDtruck,cargo
683,ID Express,40135,Jawa Barat,Bogor Kabupaten,Nanggung,Pangkal Jaya,16650,30000,iDtruck,cargo
684,ID Express,40135,Jawa Barat,Bogor Kabupaten,Pamijahan,Cibitung Wetan,16810,30000,iDtruck,cargo
685,ID Express,40135,Jawa Barat,Bogor Kabupaten,Parung,Iwul,16330,30000,iDtruck,cargo
686,,40135,Jawa Barat,Bogor Kabupaten,Parung Panjang,Cibunar,16360,,,cargo
687,ID Express,40135,Jawa Barat,Bogor Kabupaten,Ranca Bungur,Mekarsari,16310,30000,iDtruck,cargo
688,ID Express,40135,Jawa Barat,Bogor Kabupaten,Rumpin,Leuwibatu,16350,30000,iDtruck,cargo
689,ID Express,40135,Jawa Barat,Bogor Kabupaten,Tajurhalang,Tajur Halang,16320,30000,iDtruck,cargo
690,,40135,Jawa Barat,Bogor Kabupaten,Tenjo,Babakan,16370,,,cargo
691,,40135,Jawa Barat,Bogor Kabupaten,Tenjolaya,Cinangneng,16370,,,cargo
692,ID Express,40135,Jawa Barat,Bogor Kabupaten,Cisarua,Leuwimalang,16750,30000,iDtruck,cargo
693,ID Express,40135,Jawa Barat,Bogor Kabupaten,Ciawi,Bojong Murni,16720,30000,iDtruck,cargo
694,ID Express,40135,Jawa Barat,Bogor Kabupaten,Tanjungsari,Cibadak,16840,30000,iDtruck,cargo
695,ID Express,40135,Jawa Barat,Bogor Kabupaten,Suka Makmur,Sukaharja,16830,30000,iDtruck,cargo
696,ID Express,40135,Jawa Barat,Bogor Kabupaten,Caringin,Pasir Buncir,16730,30000,iDtruck,cargo
697,ID Express,40135,Jawa Barat,Bogor Kabupaten,Cibinong,Ciriung,16918,30000,iDtruck,cargo
698,,40135,Jawa Barat,Bogor Kabupaten,Sukajaya,Kiara Pandak,16660,,,cargo
699,ID Express,40135,Jawa Barat,Bogor Kabupaten,Sukaraja,Pasirlaja,16710,30000,iDtruck,cargo
700,ID Express,40135,Jawa Barat,Bogor Kabupaten,Tamansari,Sirnagalih,16610,30000,iDtruck,cargo
701,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Arjawinangun,Arjawinangun,45162,35000,iDtruck,cargo
702,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Astanajapura,Astanajapura,45181,35000,iDtruck,cargo
703,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Babakan,Gembonganmekar,45191,35000,iDtruck,cargo
704,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Beber,Beber,45172,35000,iDtruck,cargo
705,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Ciwaringin,Babakan,45167,35000,iDtruck,cargo
706,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Dukupuntang,Mandala,45652,35000,iDtruck,cargo
707,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Gegesik,Sibubut,45164,35000,iDtruck,cargo
708,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Greged (Greget),Nanggela,45172,35000,iDtruck,cargo
709,ID Express,40135,Jawa Barat,Cirebon Kabupaten,GUNUNGJATI,Mayung,45151,35000,iDtruck,cargo
710,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Jamblang,Bojong Wetan,45156,35000,iDtruck,cargo
711,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Kaliwedi,Kaliwedi Lor,45165,35000,iDtruck,cargo
712,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Kapetakan,Bungko,45152,35000,iDtruck,cargo
713,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Karangwareng,Karanganyar,45186,35000,iDtruck,cargo
714,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Klangenan,Kreyo,45156,35000,iDtruck,cargo
715,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Mundu,Sinarrancang,45173,35000,iDtruck,cargo
716,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Pabedilan,Pasuruan,45193,35000,iDtruck,cargo
717,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Palimanan,Ciawi,45161,35000,iDtruck,cargo
718,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Pangenan,Japura Lor,45182,35000,iDtruck,cargo
719,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Panguragan,Lemahtamba,45163,35000,iDtruck,cargo
720,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Pasaleman,Pasaleman,45187,35000,iDtruck,cargo
721,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Plumbon,Cempaka,45155,35000,iDtruck,cargo
722,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Sedong,Sedong Kidul,45189,35000,iDtruck,cargo
723,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Suranenggala,Sambeng,45151,35000,iDtruck,cargo
724,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Susukan Lebak,Susukan Lebak,45185,35000,iDtruck,cargo
725,ID Express,40135,Jawa Barat,Cirebon Kabupaten,TALUN,Sarwadadi,45171,35000,iDtruck,cargo
726,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Tengah Tani,Gesik,45153,35000,iDtruck,cargo
727,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Waled,Cikulak Kidul,45187,35000,iDtruck,cargo
728,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Gempol,Winong,45161,35000,iDtruck,cargo
729,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Sumber,Pejambon,45611,35000,iDtruck,cargo
730,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Ciledug,Damarguna,45188,35000,iDtruck,cargo
731,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Depok,Cikeduk,45155,35000,iDtruck,cargo
732,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Gebang,Pelayangan (Playangan),45191,35000,iDtruck,cargo
733,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Karangsembung,Karangtengah,45186,35000,iDtruck,cargo
734,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Kedawung,Kedawung,45153,35000,iDtruck,cargo
735,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Lemahabang,Cipeujeuh Wetan,45183,35000,iDtruck,cargo
736,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Losari,Ambulu,45192,35000,iDtruck,cargo
737,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Pabuaran,Pabuaran Kidul,45188,35000,iDtruck,cargo
738,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Plered,Cangkring,45154,35000,iDtruck,cargo
739,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Susukan,Jatianom,45166,35000,iDtruck,cargo
740,ID Express,40135,Jawa Barat,Cirebon Kabupaten,Weru,Weru Lor,45154,35000,iDtruck,cargo
741,,40135,Jawa Barat,Sukabumi Kabupaten,Cidolog,Cipamingkis,43184,,,cargo
742,,40135,Jawa Barat,Sukabumi Kabupaten,Pabuaran,Sukajaya,43173,,,cargo
743,ID Express,40135,Jawa Barat,Sukabumi Kabupaten,Cidahu,Pasirdoton,43358,35000,iDtruck,cargo
744,ID Express,40135,Jawa Barat,Sukabumi Kabupaten,Bantargadung,Mangun Jaya,43363,35000,iDtruck,cargo
745,ID Express,40135,Jawa Barat,Sukabumi Kabupaten,Bojong Genteng,Berekah,43353,35000,iDtruck,cargo
746,ID Express,40135,Jawa Barat,Sukabumi Kabupaten,Ciambar,Ciambar,43356,35000,iDtruck,cargo
747,,40135,Jawa Barat,Sukabumi Kabupaten,Cibitung,Banyumurni,43172,,,cargo
748,ID Express,40135,Jawa Barat,Sukabumi Kabupaten,Cicantayan,Cicantayan,43155,35000,iDtruck,cargo
749,ID Express,40135,Jawa Barat,Sukabumi Kabupaten,Cicurug,Purwasari,43359,35000,iDtruck,cargo
750,ID Express,40135,Jawa Barat,Sukabumi Kabupaten,Ciemas,Girimukti,43177,35000,iDtruck,cargo
751,,40135,Jawa Barat,Sukabumi Kabupaten,Cikakak,Ridogalih,43365,,,cargo
752,ID Express,40135,Jawa Barat,Sukabumi Kabupaten,Cikembar,Cikembar,43157,35000,iDtruck,cargo
753,ID Express,40135,Jawa Barat,Sukabumi Kabupaten,Cikidang,Pangkalan,43367,35000,iDtruck,cargo
754,ID Express,40135,Jawa Barat,Sukabumi Kabupaten,Ciracap,Pasirpanjang,43176,35000,iDtruck,cargo
755,ID Express,40135,Jawa Barat,Sukabumi Kabupaten,Cireunghas,Cireunghas,43193,35000,iDtruck,cargo
756,ID Express,40135,Jawa Barat,Sukabumi Kabupaten,Cisaat,Babakan,43152,35000,iDtruck,cargo
757,ID Express,40135,Jawa Barat,Sukabumi Kabupaten,Cisolok,Karangpapak,43366,35000,iDtruck,cargo
758,,40135,Jawa Barat,Sukabumi Kabupaten,Curugkembar,Curugkembar,43182,,,cargo
759,ID Express,40135,Jawa Barat,Sukabumi Kabupaten,Geger Bitung,Cijurey,43197,35000,iDtruck,cargo
760,ID Express,40135,Jawa Barat,Sukabumi Kabupaten,Gunung Guruh,Sirnaresmi,43156,35000,iDtruck,cargo
761,ID Express,40135,Jawa Barat,Sukabumi Kabupaten,Jampang Kulon,Cikaranggeusan,43178,35000,iDtruck,cargo
762,,40135,Jawa Barat,Sukabumi Kabupaten,Jampang Tengah,Tanjungsari,43171,,,cargo
763,,40135,Jawa Barat,Sukabumi Kabupaten,Kabandungan,Tugubandung,43368,,,cargo
764,ID Express,40135,Jawa Barat,Sukabumi Kabupaten,Kadudampit,Cikahuripan,43153,35000,iDtruck,cargo
765,ID Express,40135,Jawa Barat,Sukabumi Kabupaten,Kalapa Nunggal,Pulosari,43354,35000,iDtruck,cargo
766,ID Express,40135,Jawa Barat,Sukabumi Kabupaten,Kali Bunder,Sekarsari,43185,35000,iDtruck,cargo
767,ID Express,40135,Jawa Barat,Sukabumi Kabupaten,Kebonpedes,Bojongsawah,43194,35000,iDtruck,cargo
768,ID Express,40135,Jawa Barat,Sukabumi Kabupaten,Nagrak,Cisarua,43356,35000,iDtruck,cargo
769,ID Express,40135,Jawa Barat,Sukabumi Kabupaten,Nyalindung,Mekarsari,43196,35000,iDtruck,cargo
770,ID Express,40135,Jawa Barat,Sukabumi Kabupaten,Parakan Salak,Lebaksari,43355,35000,iDtruck,cargo
771,ID Express,40135,Jawa Barat,Sukabumi Kabupaten,Parung Kuda,Babakanjaya,43357,35000,iDtruck,cargo
772,ID Express,40135,Jawa Barat,Sukabumi Kabupaten,Pelabuhan/palabuhan Ratu,Jayanti,43364,35000,iDtruck,cargo
773,,40135,Jawa Barat,Sukabumi Kabupaten,Purabaya,Neglasari,43187,,,cargo
774,,40135,Jawa Barat,Sukabumi Kabupaten,Sagaranten,Cibitung,43181,,,cargo
775,ID Express,40135,Jawa Barat,Sukabumi Kabupaten,Simpenan,Loji,43361,35000,iDtruck,cargo
776,ID Express,40135,Jawa Barat,Sukabumi Kabupaten,Sukalarang,Prianganjaya,43191,35000,iDtruck,cargo
777,ID Express,40135,Jawa Barat,Sukabumi Kabupaten,Surade,Swakarya,43179,35000,iDtruck,cargo
778,,40135,Jawa Barat,Sukabumi Kabupaten,Tegal Buleud,Tegalbuleud,43186,,,cargo
779,ID Express,40135,Jawa Barat,Sukabumi Kabupaten,Waluran,Waluran,43175,35000,iDtruck,cargo
780,ID Express,40135,Jawa Barat,Sukabumi Kabupaten,Warung Kiara,Bantarkalong,43362,35000,iDtruck,cargo
781,ID Express,40135,Jawa Barat,Sukabumi Kabupaten,Sukaraja,Sukaraja,43192,35000,iDtruck,cargo
782,ID Express,40135,Jawa Barat,Sukabumi Kabupaten,Caringin,Pasir Datar Indah,43154,35000,iDtruck,cargo
783,ID Express,40135,Jawa Barat,Sukabumi Kabupaten,Cibadak,Sukasirna,43351,35000,iDtruck,cargo
784,,40135,Jawa Barat,Sukabumi Kabupaten,Cidadap,Tenjolaut,43183,,,cargo
785,ID Express,40135,Jawa Barat,Sukabumi Kabupaten,Cimanggu,Cimanggu,43178,35000,iDtruck,cargo
786,ID Express,40135,Jawa Barat,Sukabumi Kabupaten,Lengkong,Lengkong,43174,35000,iDtruck,cargo
787,ID Express,40135,Jawa Barat,Sukabumi Kabupaten,Sukabumi,Sudajaya Girang,43151,35000,iDtruck,cargo
788,ID Express,40135,Jawa Barat,Tasikmalaya Kabupaten,Bantarkalong,Wakap,46168,35000,iDtruck,cargo
789,ID Express,40135,Jawa Barat,Tasikmalaya Kabupaten,Bojongasih,Sindangsari,46475,35000,iDtruck,cargo
790,ID Express,40135,Jawa Barat,Tasikmalaya Kabupaten,Bojonggambir,Campakasari,46475,35000,iDtruck,cargo
791,,40135,Jawa Barat,Tasikmalaya Kabupaten,Cigalontang,Lengkongjaya,46463,,,cargo
792,,40135,Jawa Barat,Tasikmalaya Kabupaten,Cikalong,Tonjongsari,46195,,,cargo
793,,40135,Jawa Barat,Tasikmalaya Kabupaten,Cikatomas,Tanjungbarang,46193,,,cargo
794,ID Express,40135,Jawa Barat,Tasikmalaya Kabupaten,Cineam,Ciampanan,46198,35000,iDtruck,cargo
795,ID Express,40135,Jawa Barat,Tasikmalaya Kabupaten,Cipatujah,Ciandum,46189,35000,iDtruck,cargo
796,ID Express,40135,Jawa Barat,Tasikmalaya Kabupaten,Cisayong,Sukasukur,46153,35000,iDtruck,cargo
797,ID Express,40135,Jawa Barat,Tasikmalaya Kabupaten,Culamega,Bojongsari,46188,35000,iDtruck,cargo
798,ID Express,40135,Jawa Barat,Tasikmalaya Kabupaten,Gunung Tanjung,Bojongsari,46418,35000,iDtruck,cargo
799,ID Express,40135,Jawa Barat,Tasikmalaya Kabupaten,Jamanis,Tanjungmekar,46175,35000,iDtruck,cargo
