No,shipment_order_no,awb_number,weight,origin_subdistrict,origin_postal_code,destination_subdistrict,destination_postal_code,rate_code,min_sla,max_sla,min_sla_api,max_sla_api
64269,TRD2022120102991,0733272201120440,1,Pekayon Jaya,17148,Bardao (Berdao),85715,REG23,5,,,
64270,TRD2022120103021,0733272201120523,1,Pekayon Jaya,17148,Kubu Parak Karakah (Dalam),25126,REG23,1,,,
64271,TRD2022120103024,0733272201120598,1,Pekayon Jaya,17148,Daya Murni,34594,REG23,3,,,
64272,TRD2022120103035,0733272201120762,1,Pekayon Jaya,17148,Pal Putih,98412,REG23,2,,,
64273,TRD2022120103040,0733272201120796,1,Pekayon Jaya,17148,Susweni,98311,REG23,4,,,
64274,TRD2022120103048,0733272201120697,1,Pekayon Jaya,17148,Dirma,85761,REG23,1,10,,
64275,TRD2022120103049,0733272201120846,1,Pekayon Jaya,17148,Pal Putih,98412,REG23,2,,,
64276,TRD2022120103087,0733272201121075,1,Pekayon Jaya,17148,Adadinasnosen (Adainasnosen),98156,REG23,6,,,
64277,TRD2022120103099,0733272201121158,1,Pekayon Jaya,17148,Tano Bonunungan,94891,REG23,3,,,
64278,TRD2022120103103,0733272201121133,1,Pekayon Jaya,17148,Amassangan,91922,REG23,3,,,
64279,TRD2022120103260,2534902200959516,1,Bunigeulis,45556,Cipamokolan,40262,REG23,1,,,
64280,TRD2022120103262,2534902200959557,1,Bunigeulis,45556,Ipilo,96112,REG23,2,,,
64281,TRD2022120200931,0733272201123410,1,Pekayon Jaya,17148,Lalolara,93561,REG23,5,,,
64282,TRD2022120200956,0434532200018776,1,A M P L A S,20148,Bhakti Karya,20728,REG23,1,,,
64283,TRD2022120200969,0930842200011708,1,Sukodadi,30154,Kepahyang,30657,REG23,3,,,
64284,TRD2022120201017,0733272201123550,1,Pekayon Jaya,17148,Beraim,83582,REG23,3,,,
64285,TRD2022120201028,0733272201123659,1,Pekayon Jaya,17148,Penfui,85148,REG23,2,,,
64286,TRD2022120201029,0733272201123675,1,Pekayon Jaya,17148,Beo Sepang,86754,REG23,5,,,
64287,TRD2022120201042,0733272201123980,1,Pekayon Jaya,17148,Lateri,97231,REG23,5,,,
64288,TRD2022120201047,0733272201123832,1,Pekayon Jaya,17148,Nyur Lembang,83371,REG23,3,,,
64289,TRD2022120201052,0733272201123899,1,Pekayon Jaya,17148,Nusaniwe I,97117,REG23,2,,,
64290,TRD2022120201114,0136932200434794,1,Grogol,11450,Nomaha,97454,REG23,1,10,,
64291,TRD2022120201120,0136932200434844,1,Grogol,11450,Penfui,85148,REG23,2,,,
64292,TRD2022120201165,0434532200019048,1,A M P L A S,20148,Dataran Tinggi,20736,REG23,1,,,
64293,TRD2022120201181,0434532200019188,1,A M P L A S,20148,Lae Parira,22281,REG23,1,,,
64294,TRD2022120201226,0930842200012144,1,Sukodadi,30154,Kurnia Jaya,33512,REG23,2,,,
64295,TRD2022120201240,0930842200012243,1,Sukodadi,30154,Sungai Benteng,37482,REG23,3,,,
64296,TRD2022120201256,0930842200012409,1,Sukodadi,30154,Kota Baru Selatan,32315,REG23,2,,,
64297,TRD2022120201269,4727892200010316,1,Rintis,28155,Lubuk Basung,26451,REG23,2,,,
64298,TRD2022120201276,4727892200010373,1,Rintis,28155,Dumai Kota,28811,REG23,2,,,
64299,TRD2022120201282,4727892200010399,1,Rintis,28155,Koto Tangah,26128,REG23,2,,,
64300,TRD2022120201306,4727892200010662,1,Rintis,28155,Seberang Tembilahan Barat,29212,REG23,2,,,
64301,TRD2022120201308,4727892200010654,1,Rintis,28155,Pangkalan Petal,29432,REG23,2,,,
64302,TRD2022120201329,2534902200959862,1,Bunigeulis,45556,Lubuk Basung,26451,REG23,3,,,
64303,TRD2022120201463,0733272201124137,1,Pekayon Jaya,17148,Hatetabako,97863,REG23,5,,,
64304,TRD2022120201480,0733272201124251,1,Pekayon Jaya,17148,Bobi Singo,97761,REG23,5,,,
64305,TRD2022120201498,0733272201124350,1,Pekayon Jaya,17148,Done,86152,REG23,5,,,
64306,TRD2022120201499,0733272201124376,1,Pekayon Jaya,17148,Toheleten,85773,REG23,1,10,,
64307,TRD2022120201539,0733272201124764,1,Pekayon Jaya,17148,Jempang Baru,83116,REG23,1,,,
64308,TRD2022120201581,0733272201125183,1,Pekayon Jaya,17148,Kiri Tana (Kiritana),87114,REG23,1,10,,
64309,TRD2022120201585,0733272201125233,1,Pekayon Jaya,17148,Hambala,87112,REG23,3,,,
64310,TRD2022120201604,0733272201125944,1,Pekayon Jaya,17148,Kayu Merah,98611,REG23,6,,,
64311,TRD2022120201614,0733272201125472,1,Pekayon Jaya,17148,Wailukum,97862,REG23,5,,,
64312,TRD2022120201630,0733272201125613,1,Pekayon Jaya,17148,Nusaniwe I,97117,REG23,2,,,
64313,TRD2022120201651,0733272201125654,1,Pekayon Jaya,17148,Adadinasnosen (Adainasnosen),98156,REG23,6,,,
64314,TRD2022120201654,0733272201125787,1,Pekayon Jaya,17148,Kayu Merah,98611,REG23,6,,,
64315,TRD2022120201664,0733272201125811,1,Pekayon Jaya,17148,Kayu Merah,98611,REG23,6,,,
64316,TRD2022120201670,0733272201125886,1,Pekayon Jaya,17148,Bula,97555,REG23,1,10,,
64317,TRD2022120202010,2534902200960092,1,Bunigeulis,45556,Aua Kuniang,26566,REG23,5,,,
64318,TRD2022120202109,0733272201126652,1,Pekayon Jaya,17148,Jayabakti,17720,REG23,1,,,
64319,TRD2022120202124,0733272201126777,1,Pekayon Jaya,17148,Tode Kisar,85229,REG23,2,,,
64320,TRD2022120202127,0733272201126785,1,Pekayon Jaya,17148,Batang Beruh,22212,REG23,2,,,
64321,TRD2022120202146,0733272201126868,1,Pekayon Jaya,17148,Teluk Lingga,75683,REG23,3,,,
64322,TRD2022120202179,0733272201127239,1,Pekayon Jaya,17148,Sidodadi,35353,REG23,3,,,
64323,TRD2022120202192,0733272201127361,1,Pekayon Jaya,17148,Tano Bonunungan,94891,REG23,3,,,
64324,TRD2022120202208,0733272201127502,1,Pekayon Jaya,17148,Huta Bargot Setia,22978,REG23,3,,,
64325,TRD2022120202482,0733272201127890,1,Pekayon Jaya,17148,Sukajaya,46395,REG23,3,,,
64326,TRD2022120202523,0733272201128039,1,Pekayon Jaya,17148,Kedung Soka,42455,REG23,3,,,
64327,TRD2022120202534,0733272201128476,1,Pekayon Jaya,17148,Brang Bara,84314,REG23,2,,,
64328,TRD2022120202592,0733272201128856,1,Pekayon Jaya,17148,Wailukum,97862,REG23,5,,,
64329,TRD2022120202594,0733272201128971,1,Pekayon Jaya,17148,Satui Barat,72275,REG23,5,,,
64330,TRD2022120202595,0733272201129045,1,Pekayon Jaya,17148,Bangun Sari,21263,REG23,3,,,
64331,TRD2022120202603,0733272201128849,1,Pekayon Jaya,17148,Nusaniwe I,97117,REG23,2,,,
64332,TRD2022120202609,0733272201129300,1,Pekayon Jaya,17148,Saria,98654,REG23,4,,,
64333,TRD2022120202611,0733272201129367,1,Pekayon Jaya,17148,Lateri,97231,REG23,5,,,
64334,TRD2022120202638,0733272201129136,1,Pekayon Jaya,17148,DR. Soetomo,60264,REG23,1,,,
64335,TRD2022120202658,0733272201129573,1,Pekayon Jaya,17148,Asam Kumbang,20133,REG23,1,,,
64336,TRD2022120202659,0733272201129581,1,Pekayon Jaya,17148,Asam Kumbang,20133,REG23,1,,,
64337,TRD2022120202696,0733272201129953,1,Pekayon Jaya,17148,Drajat,45133,REG23,1,,,
64338,TRD2022120202718,0733272201130134,1,Pekayon Jaya,17148,Pancurmas (Unit Jaya),31453,REG23,2,,,
64339,TRD2022120203396,2534902200960308,1,Bunigeulis,45556,Budong-Budong,91563,REG23,5,,,
64340,TRD2022120203408,2534902200960423,1,Bunigeulis,45556,Manggala,79672,REG23,3,,,
64341,TRD2022120301279,0434532200020210,1,A M P L A S,20148,Perkebunan Tanah Datar,21254,REG23,1,,,
64342,TRD2022120301299,0930842200012607,1,Sukodadi,30154,Betungan,38214,REG23,1,,,
64343,TRD2022120301304,0930842200012615,1,Sukodadi,30154,Pasir Putih,36139,REG23,1,,,
64344,TRD2022120301352,0930842200013001,1,Sukodadi,30154,Kepahyang,30657,REG23,3,,,
64345,TRD2022120301423,4727892200011504,1,Rintis,28155,Kubu Parak Karakah (Dalam),25126,REG23,1,,,
64346,TRD2022120301425,4727892200011223,1,Rintis,28155,Hangtuah,28462,REG23,3,,,
64347,TRD2022120301453,4727892200011405,1,Rintis,28155,Tanjung Unggat,29122,REG23,2,,,
64348,TRD2022120301458,4727892200011579,1,Rintis,28155,Limo Kaum,27213,REG23,5,,,
64349,TRD2022120301473,0434532200020319,1,A M P L A S,20148,Badak Bejuang,20615,REG23,1,,,
64350,TRD2022120301508,0930842200013480,1,Sukodadi,30154,Bungo Barat,37211,REG23,3,,,
64351,TRD2022120301533,0733272201131603,1,Pekayon Jaya,17148,Batunampar,83672,REG23,3,,,
64352,TRD2022120301625,0733272201132098,1,Pekayon Jaya,17148,Dogimani (Abgoigi),98862,REG23,6,,,
64353,TRD2022120301645,0733272201132296,1,Pekayon Jaya,17148,Wailukum,97862,REG23,5,,,
64354,TRD2022120301658,0733272201132395,1,Pekayon Jaya,17148,Nusaniwe I,97117,REG23,2,,,
64355,TRD2022120301670,0733272201132452,1,Pekayon Jaya,17148,Saria,98654,REG23,4,,,
64356,TRD2022120301715,0733272201132833,1,Pekayon Jaya,17148,Bula,97555,REG23,1,10,,
64357,TRD2022120301738,0733272201132924,1,Pekayon Jaya,17148,Hatetabako,97863,REG23,5,,,
64358,TRD2022120301791,4727892200011751,1,Rintis,28155,Bengkong Indah,29458,REG23,2,,,
64359,TRD2022120301793,4727892200011769,1,Rintis,28155,Tanjung Ayun Sakti,29124,REG23,2,,,
64360,TRD2022120301823,0733272201133492,1,Pekayon Jaya,17148,Lubuk Pakam I-II,20511,REG23,2,,,
64361,TRD2022120301899,0733272201134250,1,Pekayon Jaya,17148,Kamoro Jaya,99963,REG23,6,,,
64362,TRD2022120301905,0733272201134227,1,Pekayon Jaya,17148,Nusaniwe I,97117,REG23,2,,,
64363,TRD2022120301920,0733272201134391,1,Pekayon Jaya,17148,Nomaha,97454,REG23,1,10,,
64364,TRD2022120301922,0733272201134433,1,Pekayon Jaya,17148,Batunampar,83672,REG23,3,,,
64365,TRD2022120301927,0733272201134474,1,Pekayon Jaya,17148,Penfui,85148,REG23,2,,,
64366,TRD2022120301941,0136932200436195,1,Grogol,11450,Batakte,85351,REG23,5,,,
64367,TRD2022120301942,0136932200436187,1,Grogol,11450,Harapan Jaya,20773,REG23,3,,,
64368,TRD2022120301981,0136932200436393,1,Grogol,11450,Kompa Pari (Kombapari),87152,REG23,1,10,,
64369,TRD2022120301996,0136932200436377,1,Grogol,11450,Engkadik/Enkadik Pade,79365,REG23,5,,,
64370,TRD2022120302010,0136932200436518,1,Grogol,11450,Tikatukang,86262,REG23,5,,,
64371,TRD2022120302014,0136932200436534,1,Grogol,11450,Pal Putih,98412,REG23,2,,,
64372,TRD2022120302031,0733272201134599,1,Pekayon Jaya,17148,Bedahan,16519,REG23,1,,,
64373,TRD2022120302247,0733272201135299,1,Pekayon Jaya,17148,Berngam,20715,REG23,2,,,
64374,TRD2022120302254,0733272201135380,1,Pekayon Jaya,17148,Hangtuah,28462,REG23,3,,,
64375,TRD2022120302255,0733272201135398,1,Pekayon Jaya,17148,Nusaniwe I,97117,REG23,2,,,
64376,TRD2022120302287,0733272201135885,1,Pekayon Jaya,17148,Lubuk Pakam I-II,20511,REG23,2,,,
64377,TRD2022120302331,0733272201136180,1,Pekayon Jaya,17148,Mekar Jaya,28381,REG23,2,,,
64378,TRD2022120302363,0733272201136362,1,Pekayon Jaya,17148,Bardao (Berdao),85715,REG23,5,,,
64379,TRD2022120302382,0733272201136750,1,Pekayon Jaya,17148,Teluk Lingga,75683,REG23,3,,,
64380,TRD2022120302412,0733272201137261,1,Pekayon Jaya,17148,Antang,90234,REG23,2,,,
64381,TRD2022120302432,0733272201137808,1,Pekayon Jaya,17148,Nomaha,97454,REG23,1,10,,
64382,TRD2022120302467,0733272201137774,1,Pekayon Jaya,17148,Lele,94973,REG23,5,,,
64383,TRD2022120302744,2534902200960571,1,Bunigeulis,45556,Kumpang Ilong,79587,REG23,5,,,
64384,TRD2022120302876,0733272201138202,1,Pekayon Jaya,17148,Pardamean,21128,REG23,2,,,
64385,TRD2022120501677,0434532200020632,1,A M P L A S,20148,Batang Beruh,22212,REG23,1,,,
64386,TRD2022120501683,0434532200020715,1,A M P L A S,20148,Dataran Tinggi,20736,REG23,1,,,
64387,TRD2022120501710,0434532200020897,1,A M P L A S,20148,Lubuk Tukko,22533,REG23,1,,,
64388,TRD2022120501720,0434532200021036,1,A M P L A S,20148,Peunyeurat,23117,REG23,2,,,
64389,TRD2022120501730,0930842200013514,1,Sukodadi,30154,Pancurmas (Unit Jaya),31453,REG23,2,,,
64390,TRD2022120501740,0930842200013621,1,Sukodadi,30154,Majasari,31124,REG23,2,,,
64391,TRD2022120501802,4727892200012171,1,Rintis,28155,Simalanggang,26251,REG23,2,,,
64392,TRD2022120501809,4727892200012254,1,Rintis,28155,Mekar Jaya,28381,REG23,2,,,
64393,TRD2022120501811,4727892200012262,1,Rintis,28155,Tanjung Balai Karimun,29661,REG23,6,,,
64394,TRD2022120501894,0434532200021523,1,A M P L A S,20148,Kebun Teluk Panji,21464,REG23,1,,,
64395,TRD2022120501906,0434532200021689,1,A M P L A S,20148,Naga Huta,21126,REG23,1,,,
64396,TRD2022120501984,0434532200022620,1,A M P L A S,20148,Kuala Silau Bestari,21324,REG23,1,,,
64397,TRD2022120501993,0434532200022497,1,A M P L A S,20148,Dataran Tinggi,20736,REG23,1,,,
64398,TRD2022120502016,0930842200013852,1,Sukodadi,30154,Sungai Benteng,37482,REG23,3,,,
64399,TRD2022120502034,0930842200013985,1,Sukodadi,30154,Padang Bindu,31626,REG23,3,,,
64400,TRD2022120502048,0930842200014777,1,Sukodadi,30154,Mapur,33253,REG23,3,,,
64401,TRD2022120502201,4727892200012692,1,Rintis,28155,Hangtuah,28462,REG23,3,,,
64402,TRD2022120502208,4727892200012544,1,Rintis,28155,Gurun Lawas/Laweh,25145,REG23,1,,,
64403,TRD2022120502212,4727892200012510,1,Rintis,28155,Pangkalan Petal,29432,REG23,2,,,
64404,TRD2022120502216,4727892200012577,1,Rintis,28155,Mekar Jaya,28381,REG23,2,,,
64405,TRD2022120502244,4727892200012858,1,Rintis,28155,Koto Tangah,26128,REG23,2,,,
64406,TRD2022120502278,4727892200013179,1,Rintis,28155,Binuang Kampung Dalam,25161,REG23,1,,,
64407,TRD2022120502295,4727892200013724,1,Rintis,28155,Kubu Parak Karakah (Dalam),25126,REG23,1,,,
64408,TRD2022120502296,4727892200013948,1,Rintis,28155,Kubu Parak Karakah (Dalam),25126,REG23,1,,,
64409,TRD2022120502348,4727892200013815,1,Rintis,28155,Tanjung Pinang Kota,29111,REG23,2,,,
64410,TRD2022120502494,0733272201138897,1,Pekayon Jaya,17148,Baya,94723,REG23,3,,,
64411,TRD2022120502507,0733272201138970,1,Pekayon Jaya,17148,Cipetir,43153,REG23,3,,,
64412,TRD2022120502518,0733272201139267,1,Pekayon Jaya,17148,Amplas,20229,REG23,1,,,
64413,TRD2022120502526,0733272201139150,1,Pekayon Jaya,17148,Keramat,96265,REG23,5,,,
64414,TRD2022120502530,0733272201139077,1,Pekayon Jaya,17148,Saria,98654,REG23,4,,,
64415,TRD2022120502564,0733272201139465,1,Pekayon Jaya,17148,Telukwetan,59462,REG23,3,,,
64416,TRD2022120502597,0733272201140083,1,Pekayon Jaya,17148,Bardao (Berdao),85715,REG23,5,,,
64417,TRD2022120502603,0733272201139994,1,Pekayon Jaya,17148,Pangkalan Petal,29432,REG23,1,,,
64418,TRD2022120502607,0733272201140067,1,Pekayon Jaya,17148,Nusaniwe I,97117,REG23,2,,,
64419,TRD2022120502636,0733272201140406,1,Pekayon Jaya,17148,Karya Baru,93757,REG23,5,,,
64420,TRD2022120502689,0136932200438704,1,Grogol,11450,Bambalemo Ranomaisi,94471,REG23,3,,,
64421,TRD2022120502706,0136932200437979,1,Grogol,11450,Isu (Issu),97558,REG23,1,10,,
64422,TRD2022120502725,0136932200438183,1,Grogol,11450,Nusaniwe I,97117,REG23,2,,,
64423,TRD2022120502756,0136932200438340,1,Grogol,11450,Hatetabako,97863,REG23,5,,,
64424,TRD2022120502758,0136932200438449,1,Grogol,11450,Wailukum,97862,REG23,5,,,
64425,TRD2022120502763,0136932200438506,1,Grogol,11450,Tagalaya,97852,REG23,5,,,
64426,TRD2022120502765,0136932200438472,1,Grogol,11450,Kampung Jawa,95433,REG23,5,,,
64427,TRD2022120502766,0136932200438480,1,Grogol,11450,Nusaniwe I,97117,REG23,2,,,
64428,TRD2022120502768,0136932200438514,1,Grogol,11450,Wailukum,97862,REG23,5,,,
64429,TRD2022120502899,0733272201140711,1,Pekayon Jaya,17148,Nusaniwe I,97117,REG23,2,,,
64430,TRD2022120502904,0733272201140703,1,Pekayon Jaya,17148,Batunampar,83672,REG23,3,,,
64431,TRD2022120502919,0733272201141305,1,Pekayon Jaya,17148,Tikatukang,86262,REG23,5,,,
64432,TRD2022120502948,0733272201141370,1,Pekayon Jaya,17148,Penfui,85148,REG23,2,,,
64433,TRD2022120502953,0733272201141487,1,Pekayon Jaya,17148,Iwaka,99968,REG23,6,,,
64434,TRD2022120502955,0733272201141248,1,Pekayon Jaya,17148,Bintuni Timur,98364,REG23,6,,,
64435,TRD2022120502959,0733272201141404,1,Pekayon Jaya,17148,Kulur,97562,REG23,1,10,,
64436,TRD2022120502967,0733272201140950,1,Pekayon Jaya,17148,Hatetabako,97863,REG23,5,,,
64437,TRD2022120504769,2534902200961140,1,Bunigeulis,45556,Tano Bonunungan,94891,REG23,3,,,
64438,TRD2022120504773,2534902200961173,1,Bunigeulis,45556,Tumbang Liting,74413,REG23,5,,,
64439,TRD2022120504776,2534902200961207,1,Bunigeulis,45556,Lubuk Pakam I-II,20511,REG23,3,,,
64440,TRD2022120507189,0733272201142436,1,Pekayon Jaya,17148,Nusaniwe I,97117,REG23,2,,,
64441,TRD2022120507252,0733272201143186,1,Pekayon Jaya,17148,Susweni,98311,REG23,4,,,
64442,TRD2022120507254,0733272201143475,1,Pekayon Jaya,17148,Tagalaya,97852,REG23,5,,,
64443,TRD2022120507279,0733272201143350,1,Pekayon Jaya,17148,Saria,98654,REG23,4,,,
64444,TRD2022120507312,0733272201143673,1,Pekayon Jaya,17148,Hambala,87112,REG23,3,,,
64445,TRD2022120507313,0733272201143749,1,Pekayon Jaya,17148,Bintuni Timur,98364,REG23,6,,,
64446,TRD2022120507325,0733272201143897,1,Pekayon Jaya,17148,Hambala,87112,REG23,3,,,
64447,TRD2022120507328,0733272201143830,1,Pekayon Jaya,17148,Beo Sepang,86754,REG23,5,,,
64448,TRD2022120507390,0733272201144820,1,Pekayon Jaya,17148,Hambala,87112,REG23,3,,,
64449,TRD2022120507392,0733272201144846,1,Pekayon Jaya,17148,Tagalaya,97852,REG23,5,,,
64450,TRD2022120507396,0733272201144861,1,Pekayon Jaya,17148,Adadinasnosen (Adainasnosen),98156,REG23,6,,,
64451,TRD2022120507407,0733272201144523,1,Pekayon Jaya,17148,Brang Bara,84314,REG23,2,,,
64452,TRD2022120507423,0733272201145280,1,Pekayon Jaya,17148,Nomaha,97454,REG23,1,10,,
64453,TRD2022120507439,0733272201144739,1,Pekayon Jaya,17148,Moreala,97854,REG23,5,,,
64454,TRD2022120507441,0733272201145256,1,Pekayon Jaya,17148,Waisai,98482,REG23,6,,,
64455,TRD2022120507447,0733272201144887,1,Pekayon Jaya,17148,Barejulat,83511,REG23,2,,,
64456,TRD2022120507465,0733272201145389,1,Pekayon Jaya,17148,Brang Bara,84314,REG23,2,,,
64457,TRD2022120507473,0733272201145512,1,Pekayon Jaya,17148,Kayu Merah,98611,REG23,6,,,
64458,TRD2022120507480,0733272201145678,1,Pekayon Jaya,17148,Balai Rajo,37259,REG23,3,,,
64459,TRD2022120507545,0733272201146015,1,Pekayon Jaya,17148,Kopaidagi,98711,REG23,6,,,
64460,TRD2022120507563,0733272201146163,1,Pekayon Jaya,17148,Hambala,87112,REG23,3,,,
64461,TRD2022120507986,0733272201146759,1,Pekayon Jaya,17148,Gaharu,20235,REG23,1,,,
64462,TRD2022120508006,0733272201147120,1,Pekayon Jaya,17148,Tagalaya,97852,REG23,5,,,
64463,TRD2022120508013,0733272201147054,1,Pekayon Jaya,17148,Asam Kumbang,20133,REG23,1,,,
64464,TRD2022120508093,0733272201147757,1,Pekayon Jaya,17148,Bambalemo Ranomaisi,94471,REG23,3,,,
64465,TRD2022120508111,0733272201147914,1,Pekayon Jaya,17148,Brang Bara,84314,REG23,2,,,
64466,TRD2022120601613,0434532200022869,1,A M P L A S,20148,Batang Beruh,22212,REG23,1,,,
64467,TRD2022120601615,0434532200022885,1,A M P L A S,20148,Kampung Baru,23116,REG23,2,,,
64468,TRD2022120601639,0434532200023065,1,A M P L A S,20148,Pancuran Bambu,22535,REG23,1,,,
64469,TRD2022120601651,0434532200023230,1,A M P L A S,20148,Banjar,21112,REG23,1,,,
64470,TRD2022120601717,0930842200015634,1,Sukodadi,30154,Kota Tanjung Pandan,33411,REG23,1,,,
64471,TRD2022120601932,0434532200023420,1,A M P L A S,20148,Darul Makmur,24652,REG23,5,,,
64472,TRD2022120601943,0434532200023545,1,A M P L A S,20148,Lubuk Pakam I-II,20511,REG23,1,,,
64473,TRD2022120601965,0930842200015972,1,Sukodadi,30154,Bakung,35238,REG23,1,,,
64474,TRD2022120602056,4727892200015604,1,Rintis,28155,Seberang Tembilahan Barat,29212,REG23,2,,,
64475,TRD2022120602063,4727892200015695,1,Rintis,28155,Kubu Parak Karakah (Dalam),25126,REG23,1,,,
64476,TRD2022120602179,0733272201148342,1,Pekayon Jaya,17148,Tawainalu,93572,REG23,5,,,
64477,TRD2022120603261,0733272201148532,1,Pekayon Jaya,17148,Arui,98861,REG23,6,,,
64478,TRD2022120603267,0733272201148623,1,Pekayon Jaya,17148,Bula,97555,REG23,1,10,,
64479,TRD2022120603276,0733272201148730,1,Pekayon Jaya,17148,Waisai,98482,REG23,6,,,
64480,TRD2022120603589,0733272201148847,1,Pekayon Jaya,17148,Lolak,95761,REG23,5,,,
64481,TRD2022120603618,0733272201149225,1,Pekayon Jaya,17148,Tanjung Palas Ilir/Hilir,77211,REG23,5,,,
64482,TRD2022120603628,0733272201149464,1,Pekayon Jaya,17148,Susweni,98311,REG23,4,,,
64483,TRD2022120603634,0733272201149209,1,Pekayon Jaya,17148,Bungur,10460,REG23,1,,,
64484,TRD2022120603640,0733272201149753,1,Pekayon Jaya,17148,Aur Tajungkang Tengah Sawah,26111,REG23,2,,,
64485,TRD2022120603649,0733272201149415,1,Pekayon Jaya,17148,Alolama,93112,REG23,2,,,
64486,TRD2022120603680,0733272201149779,1,Pekayon Jaya,17148,Tumbang Liting,74413,REG23,3,,,
64487,TRD2022120603710,0733272201150025,1,Pekayon Jaya,17148,Tanjung Baru,32121,REG23,2,,,
64488,TRD2022120603733,0733272201150280,1,Pekayon Jaya,17148,Bangkudu,93672,REG23,3,,,
64489,TRD2022120603735,0733272201150611,1,Pekayon Jaya,17148,Tanjung Balai Karimun,29661,REG23,3,,,
64490,TRD2022120603737,0733272201150454,1,Pekayon Jaya,17148,Tallulolo,91835,REG23,3,,,
64491,TRD2022120603759,0733272201150488,1,Pekayon Jaya,17148,Berumbung Baru (Tilan),28671,REG23,3,,,
64492,TRD2022120603770,0733272201150603,1,Pekayon Jaya,17148,Kayu Merah,98611,REG23,6,,,
64493,TRD2022120604187,0733272201150884,1,Pekayon Jaya,17148,Kopaidagi,98711,REG23,6,,,
64494,TRD2022120604194,0733272201150892,1,Pekayon Jaya,17148,Waisai,98482,REG23,6,,,
64495,TRD2022120604219,0733272201151213,1,Pekayon Jaya,17148,Ranai Darat,29783,REG23,3,,,
64496,TRD2022120604270,0733272201151809,1,Pekayon Jaya,17148,Akar Akar,83354,REG23,1,10,,
64497,TRD2022120604301,0733272201151882,1,Pekayon Jaya,17148,Lele,94973,REG23,5,,,
64498,TRD2022120604317,0733272201152039,1,Pekayon Jaya,17148,Pal Putih,98412,REG23,2,,,
64499,TRD2022120604344,0733272201152237,1,Pekayon Jaya,17148,Torout,95357,REG23,5,,,
64500,TRD2022120604391,0733272201152948,1,Pekayon Jaya,17148,Kayu Merah,98611,REG23,6,,,
64501,TRD2022120604432,0733272201154068,1,Pekayon Jaya,17148,Lateri,97231,REG23,5,,,
64502,TRD2022120604457,0733272201153979,1,Pekayon Jaya,17148,Iwaka,99968,REG23,6,,,
64503,TRD2022120604463,0733272201154233,1,Pekayon Jaya,17148,Tanah Merah,85361,REG23,5,,,
64504,TRD2022120604496,0733272201155115,1,Pekayon Jaya,17148,Penfui,85148,REG23,2,,,
64505,TRD2022120604499,0733272201155263,1,Pekayon Jaya,17148,Labuhan Sangoro,84383,REG23,3,,,
64506,TRD2022120604503,0733272201155206,1,Pekayon Jaya,17148,Tagalaya,97852,REG23,5,,,
64507,TRD2022120604516,0733272201154993,1,Pekayon Jaya,17148,Adadinasnosen (Adainasnosen),98156,REG23,6,,,
64508,TRD2022120604517,0733272201155842,1,Pekayon Jaya,17148,Nusaniwe I,97117,REG23,2,,,
64509,TRD2022120604547,0733272201153177,1,Pekayon Jaya,17148,Baru,74113,REG23,3,,,
64510,TRD2022120604560,0733272201153375,1,Pekayon Jaya,17148,Tikatukang,86262,REG23,5,,,
64511,TRD2022120604567,0733272201153516,1,Pekayon Jaya,17148,Ara,92571,REG23,5,,,
64512,TRD2022120604591,0733272201153896,1,Pekayon Jaya,17148,Kaligangsa,52147,REG23,2,,,
64513,TRD2022120604594,0733272201153995,1,Pekayon Jaya,17148,Wailukum,97862,REG23,5,,,
64514,TRD2022120604597,0733272201154118,1,Pekayon Jaya,17148,Dirma,85761,REG23,1,10,,
64515,TRD2022120604610,0733272201154399,1,Pekayon Jaya,17148,Gunung Sari Ilir,76121,REG23,1,,,
64516,TRD2022120604647,0733272201154878,1,Pekayon Jaya,17148,Aertembaga Dua (II),95526,REG23,5,,,
64517,TRD2022120604649,0733272201154852,1,Pekayon Jaya,17148,Penfui,85148,REG23,2,,,
64518,TRD2022120604663,0733272201155412,1,Pekayon Jaya,17148,Gaharu,20235,REG23,1,,,
64519,TRD2022120604689,0733272201156204,1,Pekayon Jaya,17148,Cipondoh,15148,REG23,1,,,
64520,TRD2022120604709,0733272201155966,1,Pekayon Jaya,17148,Bonesompe,94616,REG23,5,,,
64521,TRD2022120605404,2534902200961934,1,Bunigeulis,45556,Lembangsari,15540,REG23,1,,,
64522,TRD2022120605436,2534902200961637,1,Bunigeulis,45556,Tebangan Lebak/Lembak,75618,REG23,5,,,
64523,TRD2022120605457,2534902200961876,1,Bunigeulis,45556,Lubuk Basung,26451,REG23,3,,,
64524,TRD2022120605491,2534902200962312,1,Bunigeulis,45556,Bulu Tempe,92735,REG23,5,,,
64525,TRD2022120605492,2534902200962338,1,Bunigeulis,45556,Darma,91314,REG23,3,,,
64526,TRD2022120605496,2534902200962296,1,Bunigeulis,45556,Melak Ulu,75775,REG23,5,,,
64527,TRD2022120605506,2534902200962353,1,Bunigeulis,45556,Manggala,79672,REG23,3,,,
64528,TRD2022120605508,2534902200962429,1,Bunigeulis,45556,Mattoangin,90224,REG23,1,,,
64529,TRD2022120605511,0136932200440205,1,Grogol,11450,Kladuk,98454,REG23,6,,,
64530,TRD2022120605523,0136932200440270,1,Grogol,11450,Lateri,97231,REG23,5,,,
64531,TRD2022120606916,2534902200962494,1,Bunigeulis,45556,Kiri Tana (Kiritana),87114,REG23,1,10,,
