No,shipment_order_no,awb_number,weight,origin_subdistrict,origin_postal_code,destination_subdistrict,destination_postal_code,rate_code,min_sla,max_sla,min_sla_api,max_sla_api
22862,TRD2022101301763,0733272200701521,1,Pekayon Jaya,17148,Sindulang Satu,95239,REG23,2,,,
22863,TRD2022101301769,0733272200701653,1,Pekayon Jaya,17148,Balam Sempurna Kota,28992,REG23,3,,,
22864,TRD2022101301770,0733272200701794,1,Pekayon Jaya,17148,Blang Punteuet,24375,REG23,2,,,
22865,TRD2022101301774,0733272200701703,1,Pekayon Jaya,17148,Milangodaa Barat,95774,REG23,5,,,
22866,TRD2022101301799,0733272200701935,1,Pekayon Jaya,17148,Balam Sempurna Kota,28992,REG23,3,,,
22867,TRD2022101301814,0733272200702164,1,Pekayon Jaya,17148,Linggi,23891,REG23,1,10,,
22868,TRD2022101301833,0733272200702271,1,Pekayon Jaya,17148,Perhentianmarpoyan,28125,REG23,1,,,
22869,TRD2022101301838,0733272200702321,1,Pekayon Jaya,17148,Bosi,98457,REG23,6,,,
22870,TRD2022101301839,0733272200702313,1,Pekayon Jaya,17148,Sungai Selan Atas,33675,REG23,3,,,
22871,TRD2022101301848,0733272200702545,1,Pekayon Jaya,17148,Buliang,29438,REG23,1,,,
22872,TRD2022101301849,0733272200702487,1,Pekayon Jaya,17148,Marantutul,97464,REG23,1,10,,
22873,TRD2022101301854,0733272200702461,1,Pekayon Jaya,17148,Skow Mabo (Skouw Mabo ),99351,REG23,6,,,
22874,TRD2022101301860,0733272200702503,1,Pekayon Jaya,17148,Skow Mabo (Skouw Mabo ),99351,REG23,6,,,
22875,TRD2022101301861,0733272200702529,1,Pekayon Jaya,17148,Kamasi,95442,REG23,5,,,
22876,TRD2022101301880,0733272200704764,1,Pekayon Jaya,17148,Nilulat,85651,REG23,5,,,
22877,TRD2022101301881,0733272200705266,1,Pekayon Jaya,17148,Holmafen (Holmafem),99373,REG23,6,,,
22878,TRD2022101301883,0733272200702792,1,Pekayon Jaya,17148,Paubokol (Paobokol),86682,REG23,1,10,,
22879,TRD2022101301910,0733272200702909,1,Pekayon Jaya,17148,Karang Tengah,15157,REG23,1,,,
22880,TRD2022101301911,0733272200702834,1,Pekayon Jaya,17148,Poris Gaga,15122,REG23,1,,,
22881,TRD2022101301915,0733272200702875,1,Pekayon Jaya,17148,Lalang Baru,78617,REG23,3,,,
22882,TRD2022101301916,0733272200704962,1,Pekayon Jaya,17148,Batu Besar,29466,REG23,1,,,
22883,TRD2022101301925,0733272200702990,1,Pekayon Jaya,17148,Sembilang,72164,REG23,5,,,
22884,TRD2022101301926,0733272200703006,1,Pekayon Jaya,17148,Delima,28291,REG23,1,,,
22885,TRD2022101301930,0733272200703600,1,Pekayon Jaya,17148,Skow Mabo (Skouw Mabo ),99351,REG23,6,,,
22886,TRD2022101301934,0733272200703113,1,Pekayon Jaya,17148,Bakunase Dua,85116,REG23,2,,,
22887,TRD2022101301935,0733272200703105,1,Pekayon Jaya,17148,Anaiwoi,93118,REG23,2,,,
22888,TRD2022101301956,0733272200704541,1,Pekayon Jaya,17148,Haikatapu (Heikatapu),87181,REG23,1,10,,
22889,TRD2022101301964,0733272200704004,1,Pekayon Jaya,17148,Baadale,85912,REG23,3,,,
22890,TRD2022101301966,0733272200703436,1,Pekayon Jaya,17148,Kareloe,92351,REG23,5,,,
22891,TRD2022101301971,0733272200703279,1,Pekayon Jaya,17148,Rada Mata,87255,REG23,1,10,,
22892,TRD2022101301986,0733272200703386,1,Pekayon Jaya,17148,Mbuwa,99910,REG23,6,,,
22893,TRD2022101301987,0733272200704111,1,Pekayon Jaya,17148,Tebas Sungai,79461,REG23,5,,,
22894,TRD2022101301988,0733272200703295,1,Pekayon Jaya,17148,Sukamukti,92963,REG23,5,,,
22895,TRD2022101301989,0733272200704012,1,Pekayon Jaya,17148,Birak,99777,REG23,1,10,,
22896,TRD2022101301997,0733272200703733,1,Pekayon Jaya,17148,Angkasapura,99113,REG23,2,,,
22897,TRD2022101302001,0733272200703451,1,Pekayon Jaya,17148,Namaelo,97511,REG23,5,,,
22898,TRD2022101302002,0733272200703915,1,Pekayon Jaya,17148,Naga Uleng,92754,REG23,5,,,
22899,TRD2022101302004,0733272200703410,1,Pekayon Jaya,17148,Air Hitam,28983,REG23,1,10,,
22900,TRD2022101302008,0733272200704368,1,Pekayon Jaya,17148,Peta,91959,REG23,5,,,
22901,TRD2022101302016,0733272200703667,1,Pekayon Jaya,17148,Buntongi,94683,REG23,3,,,
22902,TRD2022101302027,0733272200703774,1,Pekayon Jaya,17148,Rulung Herok/Helok,35362,REG23,1,,,
22903,TRD2022101302028,0733272200704830,1,Pekayon Jaya,17148,Uso,94762,REG23,5,,,
22904,TRD2022101302035,0733272200704426,1,Pekayon Jaya,17148,Man-Gega,97795,REG23,5,,,
22905,TRD2022101302036,0733272200703956,1,Pekayon Jaya,17148,Cengklong,15212,REG23,1,,,
22906,TRD2022101302041,0733272200704327,1,Pekayon Jaya,17148,Pematang Pauh,36552,REG23,3,,,
22907,TRD2022101302046,0733272200704525,1,Pekayon Jaya,17148,Tutuh (Tutung),75576,REG23,5,,,
22908,TRD2022101302052,0733272200704459,1,Pekayon Jaya,17148,Skow Mabo (Skouw Mabo ),99351,REG23,6,,,
22909,TRD2022101302055,0733272200704947,1,Pekayon Jaya,17148,Birobuli Utara,94231,REG23,2,,,
22910,TRD2022101302062,0733272200703691,1,Pekayon Jaya,17148,Bandar Selamat,20223,REG23,1,,,
22911,TRD2022101302064,0733272200705043,1,Pekayon Jaya,17148,Tembudan,77372,REG23,5,,,
22912,TRD2022101302070,0733272200704921,1,Pekayon Jaya,17148,Pangkajene,91611,REG23,5,,,
22913,TRD2022101302080,0733272200704103,1,Pekayon Jaya,17148,Tasuk,77352,REG23,5,,,
22914,TRD2022101302083,0733272200704806,1,Pekayon Jaya,17148,Tallunglipu,91832,REG23,5,,,
22915,TRD2022101302085,0733272200704590,1,Pekayon Jaya,17148,Inaton,95781,REG23,5,,,
22916,TRD2022101302092,0733272200703816,1,Pekayon Jaya,17148,Birobuli Utara,94231,REG23,2,,,
22917,TRD2022101302102,0733272200704475,1,Pekayon Jaya,17148,Namaelo,97511,REG23,5,,,
22918,TRD2022101302107,0733272200704582,1,Pekayon Jaya,17148,Marantutul,97464,REG23,1,10,,
22919,TRD2022101302108,0733272200704871,1,Pekayon Jaya,17148,Dulumai,94663,REG23,5,,,
22920,TRD2022101302119,0733272200703790,1,Pekayon Jaya,17148,Pematang Pudu,28784,REG23,3,,,
22921,TRD2022101302120,0733272200704145,1,Pekayon Jaya,17148,Amban,98314,REG23,4,,,
22922,TRD2022101302122,0733272200705035,1,Pekayon Jaya,17148,Meral Kota,29664,REG23,3,,,
22923,TRD2022101302124,0733272200704053,1,Pekayon Jaya,17148,Apitalawu (Apitalawo),96261,REG23,5,,,
22924,TRD2022101302126,0733272200704657,1,Pekayon Jaya,17148,Kwala/Kuala Gunung,21255,REG23,2,,,
22925,TRD2022101302177,2534902200807061,1,Bunigeulis,45556,Karang Rejo,67162,REG23,3,,,
22926,TRD2022101302178,2534902200807129,1,Bunigeulis,45556,Bua Kana,90222,REG23,1,,,
22927,TRD2022101302194,2534902200807244,1,Bunigeulis,45556,Girian Atas,95544,REG23,3,,,
22928,TRD2022101302203,2534902200807640,1,Bunigeulis,45556,Gamsungi,97762,REG23,3,,,
22929,TRD2022101302223,2534902200807574,1,Bunigeulis,45556,Huta Lontung,22476,REG23,5,,,
22930,TRD2022101302229,2534902200807541,1,Bunigeulis,45556,Bakunase Dua,85116,REG23,2,,,
22931,TRD2022101302239,2534902200807764,1,Bunigeulis,45556,Bunga Eja,84384,REG23,3,,,
22932,TRD2022101302241,2534902200807707,1,Bunigeulis,45556,Sayur Matinggi,21187,REG23,5,,,
22933,TRD2022101302259,2534902200807673,1,Bunigeulis,45556,Kalideres,11840,REG23,1,,,
22934,TRD2022101302265,2534902200808127,1,Bunigeulis,45556,Cilincing,14120,REG23,1,,,
22935,TRD2022101302279,2534902200808408,1,Bunigeulis,45556,Sindulang Satu,95239,REG23,2,,,
22936,TRD2022101302289,2534902200808465,1,Bunigeulis,45556,Bontorannu,90126,REG23,1,,,
22937,TRD2022101302290,2534902200808796,1,Bunigeulis,45556,Bugis,77312,REG23,3,,,
22938,TRD2022101302307,2534902200809034,1,Bunigeulis,45556,Sumurgede,58162,REG23,3,,,
22939,TRD2022101302318,2534902200808978,1,Bunigeulis,45556,Aur Gading,37481,REG23,3,,,
22940,TRD2022101302333,2534902200807954,1,Bunigeulis,45556,Paubokol (Paobokol),86682,REG23,1,10,,
22941,TRD2022101302339,2534902200808077,1,Bunigeulis,45556,Kale Komara,92221,REG23,5,,,
22942,TRD2022101302345,2534902200808689,1,Bunigeulis,45556,Makroman,75115,REG23,2,,,
22943,TRD2022101302354,2534902200808085,1,Bunigeulis,45556,Jantuk,83652,REG23,3,,,
22944,TRD2022101302359,2534902200808598,1,Bunigeulis,45556,Marbau,21452,REG23,5,,,
22945,TRD2022101302366,2534902200808135,1,Bunigeulis,45556,Bajak III,38383,REG23,5,,,
22946,TRD2022101302367,2534902200809117,1,Bunigeulis,45556,Air Lintang,31311,REG23,3,,,
22947,TRD2022101302376,2534902200808879,1,Bunigeulis,45556,Sabamban,74363,REG23,5,,,
22948,TRD2022101302378,2534902200808275,1,Bunigeulis,45556,Pakisan,81172,REG23,3,,,
22949,TRD2022101302380,2534902200808457,1,Bunigeulis,45556,Bukit Penai,78773,REG23,5,,,
22950,TRD2022101302383,2534902200808747,1,Bunigeulis,45556,Wana Sari,75655,REG23,5,,,
22951,TRD2022101302391,2534902200809109,1,Bunigeulis,45556,Teluk Sono,28559,REG23,5,,,
22952,TRD2022101302394,2534902200809562,1,Bunigeulis,45556,Lempake,75118,REG23,2,,,
22953,TRD2022101302396,2534902200808754,1,Bunigeulis,45556,Klademak,98416,REG23,2,,,
22954,TRD2022101302397,2534902200809174,1,Bunigeulis,45556,Benteng,92812,REG23,3,,,
22955,TRD2022101302402,2534902200809570,1,Bunigeulis,45556,Grogol,11450,REG23,1,,,
22956,TRD2022101302405,2534902200809422,1,Bunigeulis,45556,Selindung,33172,REG23,5,,,
22957,TRD2022101302406,2534902200809596,1,Bunigeulis,45556,Nisombalia,90552,REG23,5,,,
22958,TRD2022101302407,2534902200809125,1,Bunigeulis,45556,Tumbang Lahang,74454,REG23,5,,,
22959,TRD2022101302408,2534902200809232,1,Bunigeulis,45556,Lalang Baru,78617,REG23,3,,,
22960,TRD2022101302409,2534902200809323,1,Bunigeulis,45556,Tamban Baru Tengah,73583,REG23,5,,,
22961,TRD2022101302411,2534902200809299,1,Bunigeulis,45556,Benua Harapan,75654,REG23,1,10,,
22962,TRD2022101302415,2534902200809315,1,Bunigeulis,45556,Wudi,86591,REG23,1,10,,
22963,TRD2022101302422,2534902200809398,1,Bunigeulis,45556,Parung Serab,15153,REG23,1,,,
22964,TRD2022101302424,2534902200809414,1,Bunigeulis,45556,Satriamekar,17510,REG23,1,,,
22965,TRD2022101302431,2534902200809521,1,Bunigeulis,45556,Duri Kepa,11510,REG23,1,,,
22966,TRD2022101302432,2534902200809513,1,Bunigeulis,45556,Wundupopi,93116,REG23,2,,,
22967,TRD2022101302434,2534902200809554,1,Bunigeulis,45556,Bulagidun Tanjung,94568,REG23,5,,,
22968,TRD2022101302435,2534902200809687,1,Bunigeulis,45556,Bahomakmur,94974,REG23,5,,,
22969,TRD2022101302608,2534902200809760,1,Bunigeulis,45556,Inaton,95781,REG23,3,,,
22970,TRD2022101302615,2534902200809786,1,Bunigeulis,45556,Kwala/Kuala Gunung,21255,REG23,3,,,
22971,TRD2022101302620,2534902200809828,1,Bunigeulis,45556,Rada Mata,87255,REG23,1,10,,
22972,TRD2022101302621,2534902200809851,1,Bunigeulis,45556,Anoi Itam,23524,REG23,3,,,
22973,TRD2022101302626,2534902200809919,1,Bunigeulis,45556,Sukanagara,46273,REG23,5,,,
22974,TRD2022101302634,2534902200809992,1,Bunigeulis,45556,Wana Sari,75655,REG23,5,,,
22975,TRD2022101302642,2534902200810040,1,Bunigeulis,45556,Dadok Tunggul Hitam,25176,REG23,2,,,
22976,TRD2022101302648,2534902200810180,1,Bunigeulis,45556,Tamanapui,85871,REG23,1,10,,
22977,TRD2022101302649,2534902200810123,1,Bunigeulis,45556,Sei/Sungai Pinang Dalam,75117,REG23,2,,,
22978,TRD2022101302651,2534902200810156,1,Bunigeulis,45556,Kuanino,85119,REG23,2,,,
22979,TRD2022101302661,2534902200810230,1,Bunigeulis,45556,Laboi Jaya,28463,REG23,5,,,
22980,TRD2022101302671,2534902200810339,1,Bunigeulis,45556,Ped,80771,REG23,3,,,
22981,TRD2022101302673,2534902200810297,1,Bunigeulis,45556,Perhentianmarpoyan,28125,REG23,2,,,
22982,TRD2022101302677,2534902200810354,1,Bunigeulis,45556,Mustika,72272,REG23,5,,,
22983,TRD2022101302682,2534902200810511,1,Bunigeulis,45556,Mario,91999,REG23,5,,,
22984,TRD2022101302683,2534902200810453,1,Bunigeulis,45556,Benua Puhun,75553,REG23,5,,,
22985,TRD2022101302686,2534902200810537,1,Bunigeulis,45556,Asri Mulia,70881,REG23,5,,,
22986,TRD2022101302687,2534902200810479,1,Bunigeulis,45556,Pematang Pudu,28784,REG23,5,,,
22987,TRD2022101302690,2534902200810461,1,Bunigeulis,45556,Karang Tunggal,74355,REG23,5,,,
22988,TRD2022101302701,2534902200810545,1,Bunigeulis,45556,Rantau Kermas,37372,REG23,1,10,,
22989,TRD2022101302713,2534902200810834,1,Bunigeulis,45556,Pulo Padang,21419,REG23,5,,,
22990,TRD2022101302714,2534902200810750,1,Bunigeulis,45556,Benoa,80361,REG23,1,,,
22991,TRD2022101302730,2534902200810933,1,Bunigeulis,45556,Benteng,92812,REG23,3,,,
22992,TRD2022101302731,2534902200810941,1,Bunigeulis,45556,Selumit Pantai,77113,REG23,2,,,
22993,TRD2022101302789,2534902200811428,1,Bunigeulis,45556,Gumelar,68161,REG23,3,,,
22994,TRD2022101302798,2534902200811485,1,Bunigeulis,45556,Paron,63253,REG23,3,,,
22995,TRD2022101302814,2534902200811626,1,Bunigeulis,45556,Krobokan,50141,REG23,1,,,
22996,TRD2022101302839,2534902200811816,1,Bunigeulis,45556,Blaru,59114,REG23,2,,,
22997,TRD2022101302840,2534902200811865,1,Bunigeulis,45556,Pacentan,69172,REG23,3,,,
22998,TRD2022101302842,2534902200811915,1,Bunigeulis,45556,Kamoning,69216,REG23,2,,,
22999,TRD2022101302843,2534902200812038,1,Bunigeulis,45556,Banjarsari,68154,REG23,3,,,
23000,TRD2022101302851,2534902200812244,1,Bunigeulis,45556,Kregenan (Keregenan),67282,REG23,2,,,
23001,TRD2022101302887,2534902200812467,1,Bunigeulis,45556,Asem Rowo,60182,REG23,1,,,
23002,TRD2022101302964,2534902200812640,1,Bunigeulis,45556,Kertarahayu,41356,REG23,2,,,
23003,TRD2022101303262,0733272200705613,1,Pekayon Jaya,17148,Maratua Teluk Harapan,77381,REG23,5,,,
23004,TRD2022101303265,0733272200705654,1,Pekayon Jaya,17148,Bumi Jaya,75619,REG23,1,10,,
23005,TRD2022101400276,2534902200812830,1,Bunigeulis,45556,Tlogomas,65144,REG23,1,,,
23006,TRD2022101400280,2534902200812897,1,Bunigeulis,45556,Curugmanis,42171,REG23,1,,,
23007,TRD2022101400281,2534902200812905,1,Bunigeulis,45556,Alue Keureunyai,24376,REG23,5,,,
23008,TRD2022101400282,2534902200812889,1,Bunigeulis,45556,Sukaria,78863,REG23,5,,,
23009,TRD2022101400284,2534902200812939,1,Bunigeulis,45556,Kuta Makmur,23661,REG23,5,,,
23010,TRD2022101400285,2534902200812921,1,Bunigeulis,45556,Bugis,77312,REG23,3,,,
23011,TRD2022101400286,2534902200812947,1,Bunigeulis,45556,Satriamekar,17510,REG23,1,,,
23012,TRD2022101400289,2534902200812962,1,Bunigeulis,45556,Baiya,94142,REG23,5,,,
23013,TRD2022101400292,0733272200705688,1,Pekayon Jaya,17148,Tumbang Lahang,74454,REG23,3,,,
23014,TRD2022101400299,0733272200705712,1,Pekayon Jaya,17148,Ped,80771,REG23,3,,,
23015,TRD2022101400301,0733272200705761,1,Pekayon Jaya,17148,Pamandati,93881,REG23,5,,,
23016,TRD2022101400327,0733272200705951,1,Pekayon Jaya,17148,Karang Tunggal,74355,REG23,5,,,
23017,TRD2022101400329,0733272200705993,1,Pekayon Jaya,17148,Batu Sopang,76252,REG23,5,,,
23018,TRD2022101400339,0733272200706090,1,Pekayon Jaya,17148,Sentul,16810,REG23,1,,,
23019,TRD2022101400341,0733272200706116,1,Pekayon Jaya,17148,Tumbang Rungan,73111,REG23,1,,,
23020,TRD2022101400344,0733272200706165,1,Pekayon Jaya,17148,Bongopini,96121,REG23,2,,,
23021,TRD2022101400353,0733272200706207,1,Pekayon Jaya,17148,Kayu Putih,85228,REG23,2,,,
23022,TRD2022101400471,0733272200706355,1,Pekayon Jaya,17148,Amban,98314,REG23,4,,,
23023,TRD2022101400472,0733272200706371,1,Pekayon Jaya,17148,Basirih Selatan,70245,REG23,1,,,
23024,TRD2022101400475,0733272200706421,1,Pekayon Jaya,17148,S 1/Satu Aek Nabara,21451,REG23,3,,,
23025,TRD2022101400567,0733272200706678,1,Pekayon Jaya,17148,Rantau Kermas,37372,REG23,1,10,,
23026,TRD2022101400574,0733272200706603,1,Pekayon Jaya,17148,Pencong,90244,REG23,5,,,
23027,TRD2022101400582,0733272200706702,1,Pekayon Jaya,17148,Bira,90243,REG23,2,,,
23028,TRD2022101400583,0733272200706769,1,Pekayon Jaya,17148,Oe Ekam,85572,REG23,5,,,
23029,TRD2022101400857,0733272200706785,1,Pekayon Jaya,17148,Kadam (Ayim/Oyim),99871,REG23,1,10,,
23030,TRD2022101400865,0733272200706827,1,Pekayon Jaya,17148,Suka Mulya,78561,REG23,5,,,
23031,TRD2022101400868,0733272200707247,1,Pekayon Jaya,17148,Benoa,80361,REG23,1,,,
23032,TRD2022101400870,0733272200706843,1,Pekayon Jaya,17148,Sabau,79281,REG23,5,,,
23033,TRD2022101400876,0733272200707296,1,Pekayon Jaya,17148,Sentangau Jaya,79285,REG23,5,,,
23034,TRD2022101400879,0733272200707403,1,Pekayon Jaya,17148,Riam Durian,74161,REG23,5,,,
23035,TRD2022101400881,0733272200706918,1,Pekayon Jaya,17148,Karang Tunggal,74355,REG23,5,,,
23036,TRD2022101400890,0733272200707072,1,Pekayon Jaya,17148,Teluk Sulaiman,77373,REG23,5,,,
23037,TRD2022101400899,0733272200707015,1,Pekayon Jaya,17148,Liselande,86111,REG23,5,,,
23038,TRD2022101400909,0733272200707130,1,Pekayon Jaya,17148,Kebun Bunga,30151,REG23,1,,,
23039,TRD2022101400911,0733272200707155,1,Pekayon Jaya,17148,Kalembu Kuni,87217,REG23,3,,,
23040,TRD2022101400913,0733272200707312,1,Pekayon Jaya,17148,Bolora,87252,REG23,1,10,,
23041,TRD2022101400915,0733272200707304,1,Pekayon Jaya,17148,Tuada,97752,REG23,5,,,
23042,TRD2022101400921,0733272200707429,1,Pekayon Jaya,17148,Bukit Membual,94717,REG23,3,,,
23043,TRD2022101400922,0733272200707395,1,Pekayon Jaya,17148,Angke,11330,REG23,1,,,
23044,TRD2022101400931,0733272200707528,1,Pekayon Jaya,17148,Tanah Raja,97713,REG23,2,,,
23045,TRD2022101400942,0733272200707635,1,Pekayon Jaya,17148,Tri Manunggal,28464,REG23,2,,,
23046,TRD2022101400954,0733272200707734,1,Pekayon Jaya,17148,Gamalama,97721,REG23,2,,,
23047,TRD2022101400961,0733272200707775,1,Pekayon Jaya,17148,Medan Sinembah,20362,REG23,2,,,
23048,TRD2022101400962,0733272200707833,1,Pekayon Jaya,17148,Ardipura,99223,REG23,2,,,
23049,TRD2022101400964,0733272200707809,1,Pekayon Jaya,17148,Ulunggolaka,93512,REG23,5,,,
23050,TRD2022101400983,0733272200707957,1,Pekayon Jaya,17148,Koha Timur,95661,REG23,5,,,
23051,TRD2022101400989,0733272200708039,1,Pekayon Jaya,17148,Bencah/Boncah Kesuma,28554,REG23,3,,,
23052,TRD2022101400993,0733272200708096,1,Pekayon Jaya,17148,Cipinang,13240,REG23,1,,,
23053,TRD2022101401000,0733272200708138,1,Pekayon Jaya,17148,Lempake,75118,REG23,2,,,
23054,TRD2022101401008,0733272200709821,1,Pekayon Jaya,17148,Grandeng,97574,REG23,1,10,,
23055,TRD2022101401009,0733272200709904,1,Pekayon Jaya,17148,Mario,91999,REG23,5,,,
23056,TRD2022101401025,0733272200708377,1,Pekayon Jaya,17148,Bira,90243,REG23,2,,,
23057,TRD2022101401027,0733272200708310,1,Pekayon Jaya,17148,Ardipura,99223,REG23,2,,,
23058,TRD2022101401030,0733272200708393,1,Pekayon Jaya,17148,Marambun Barat (Marombun Barat),20581,REG23,3,,,
23059,TRD2022101401033,0733272200708492,1,Pekayon Jaya,17148,Bukit Padang,24394,REG23,3,,,
23060,TRD2022101401046,0733272200709755,1,Pekayon Jaya,17148,Salubarani,91871,REG23,5,,,
23061,TRD2022101401075,0733272200709813,1,Pekayon Jaya,17148,Gunung Tinggi,20353,REG23,3,,,
23062,TRD2022101401093,0733272200708880,1,Pekayon Jaya,17148,Kampung Baru,35149,REG23,1,,,
23063,TRD2022101401103,0733272200709144,1,Pekayon Jaya,17148,Pasar Mulia,38518,REG23,2,,,
23064,TRD2022101401129,0733272200709367,1,Pekayon Jaya,17148,Kali,95996,REG23,5,,,
23065,TRD2022101401146,0733272200709656,1,Pekayon Jaya,17148,Cilincing,14120,REG23,1,,,
23066,TRD2022101401156,0733272200709508,1,Pekayon Jaya,17148,Linggi,23891,REG23,1,10,,
23067,TRD2022101401212,0733272200709946,1,Pekayon Jaya,17148,Tumbang Rungan,73111,REG23,1,,,
23068,TRD2022101401218,0733272200710019,1,Pekayon Jaya,17148,Cinta Damai (Dame),20371,REG23,3,,,
23069,TRD2022101401222,0733272200710043,1,Pekayon Jaya,17148,Glugur Kota,20115,REG23,1,,,
23070,TRD2022101401236,0733272200710332,1,Pekayon Jaya,17148,Gunung Meraksa,32192,REG23,3,,,
23071,TRD2022101401241,0733272200710357,1,Pekayon Jaya,17148,Sukaria,78863,REG23,5,,,
23072,TRD2022101401252,0733272200710720,1,Pekayon Jaya,17148,Pamolaan,69281,REG23,3,,,
23073,TRD2022101401254,0733272200710993,1,Pekayon Jaya,17148,Makroman,75115,REG23,2,,,
23074,TRD2022101401258,0733272200710662,1,Pekayon Jaya,17148,Kayu Putih,85228,REG23,2,,,
23075,TRD2022101401262,0733272200710969,1,Pekayon Jaya,17148,Melai,93727,REG23,5,,,
23076,TRD2022101401266,0733272200710845,1,Pekayon Jaya,17148,Lamaru,76117,REG23,1,,,
23077,TRD2022101401279,0733272200711199,1,Pekayon Jaya,17148,Mulengan (Mulengen),95863,REG23,5,,,
23078,TRD2022101401280,0733272200711249,1,Pekayon Jaya,17148,Motoboi Besar,95719,REG23,3,,,
23079,TRD2022101401320,0733272200710571,1,Pekayon Jaya,17148,Jemuat,74664,REG23,5,,,
23080,TRD2022101401324,0733272200710647,1,Pekayon Jaya,17148,Sukaria,78863,REG23,5,,,
23081,TRD2022101401325,0733272200710621,1,Pekayon Jaya,17148,Jaibaru Timur,84119,REG23,2,,,
23082,TRD2022101401332,0733272200710886,1,Pekayon Jaya,17148,Gebang Putih,60117,REG23,1,,,
23083,TRD2022101401343,0733272200711041,1,Pekayon Jaya,17148,Babura,20112,REG23,1,,,
23084,TRD2022101401345,0733272200711033,1,Pekayon Jaya,17148,Igirmranak,56354,REG23,3,,,
23085,TRD2022101401349,0733272200711272,1,Pekayon Jaya,17148,Gunung Panjang,75131,REG23,2,,,
23086,TRD2022101401369,0733272200711512,1,Pekayon Jaya,17148,Bukit Padang,24394,REG23,3,,,
23087,TRD2022101401383,0733272200711751,1,Pekayon Jaya,17148,Benoa,80361,REG23,1,,,
23088,TRD2022101401385,0733272200711785,1,Pekayon Jaya,17148,Liluwo,96138,REG23,2,,,
23089,TRD2022101401388,0733272200711801,1,Pekayon Jaya,17148,Bandar Agung,31414,REG23,2,,,
23090,TRD2022101401389,0733272200711835,1,Pekayon Jaya,17148,Melasu Baru,77482,REG23,5,,,
23091,TRD2022101401401,0733272200710266,1,Pekayon Jaya,17148,Taa,84261,REG23,1,10,,
23092,TRD2022101401405,0733272200710431,1,Pekayon Jaya,17148,Kalembu Kuni,87217,REG23,3,,,
23093,TRD2022101401414,0733272200710456,1,Pekayon Jaya,17148,Labuhan Alas,84353,REG23,3,,,
23094,TRD2022101401421,0733272200710530,1,Pekayon Jaya,17148,Wudi,86591,REG23,1,10,,
23095,TRD2022101401578,2534902200813648,1,Bunigeulis,45556,Igmbai (Igembai/Imbeisba),98355,REG23,6,,,
23096,TRD2022101401579,2534902200813630,1,Bunigeulis,45556,Sebemban,78564,REG23,5,,,
23097,TRD2022101401586,2534902200813721,1,Bunigeulis,45556,Wadumedi (Wadumeddi),85391,REG23,1,10,,
23098,TRD2022101401604,2534902200813861,1,Bunigeulis,45556,Blambangan,53471,REG23,3,,,
23099,TRD2022101401607,2534902200813911,1,Bunigeulis,45556,Kebun Bunga,30151,REG23,2,,,
23100,TRD2022101401611,2534902200813929,1,Bunigeulis,45556,Poris Gaga,15122,REG23,1,,,
23101,TRD2022101401613,2534902200813986,1,Bunigeulis,45556,Bunut,74162,REG23,5,,,
23102,TRD2022101401616,2534902200814257,1,Bunigeulis,45556,Sungai Aua,26572,REG23,5,,,
23103,TRD2022101401627,2534902200814125,1,Bunigeulis,45556,Benoa,80361,REG23,1,,,
23104,TRD2022101401636,2534902200814182,1,Bunigeulis,45556,Anaiwoi,93118,REG23,2,,,
23105,TRD2022101401639,2534902200814216,1,Bunigeulis,45556,Cipadung,40614,REG23,1,,,
23106,TRD2022101401642,2534902200814315,1,Bunigeulis,45556,Air Hitam,28983,REG23,1,10,,
23107,TRD2022101401643,2534902200814273,1,Bunigeulis,45556,Panjer,80225,REG23,1,,,
23108,TRD2022101401769,2534902200815098,1,Bunigeulis,45556,Bocco,90981,REG23,5,,,
23109,TRD2022101401779,2534902200815130,1,Bunigeulis,45556,Teluk Sulaiman,77373,REG23,5,,,
23110,TRD2022101401788,2534902200815452,1,Bunigeulis,45556,Perlabian (Kampung Perlabian),21463,REG23,5,,,
23111,TRD2022101401791,2534902200815189,1,Bunigeulis,45556,Air Hitam,28983,REG23,1,10,,
23112,TRD2022101401793,2534902200815239,1,Bunigeulis,45556,Bukit Tunggal,73112,REG23,2,,,
23113,TRD2022101401795,2534902200815213,1,Bunigeulis,45556,Batu Merah,29452,REG23,2,,,
23114,TRD2022101401800,2534902200815288,1,Bunigeulis,45556,Bugis,77312,REG23,3,,,
23115,TRD2022101401805,2534902200815338,1,Bunigeulis,45556,Pemepek,83562,REG23,3,,,
23116,TRD2022101401806,2534902200815726,1,Bunigeulis,45556,Benoa,80361,REG23,1,,,
23117,TRD2022101401812,2534902200815429,1,Bunigeulis,45556,Kuin Besar,70655,REG23,5,,,
23118,TRD2022101401815,2534902200815445,1,Bunigeulis,45556,Benoa,80361,REG23,1,,,
23119,TRD2022101401846,2534902200815783,1,Bunigeulis,45556,Ela-Ela,92511,REG23,5,,,
23120,TRD2022101401848,2534902200815825,1,Bunigeulis,45556,Panjer,80113,REG23,1,,,
23121,TRD2022101401851,2534902200815841,1,Bunigeulis,45556,Batoq Kelo (Batu Kelau),75767,REG23,1,10,,
23122,TRD2022101401855,2534902200815882,1,Bunigeulis,45556,Padang Mulia,33681,REG23,3,,,
23123,TRD2022101401857,2534902200815908,1,Bunigeulis,45556,Tri Manunggal,28464,REG23,5,,,
